Airport,Origin,Passengers
AAO,TEB,2.0
ABI,AMA,50.0
ABI,AUS,0.0
ABI,BJX,62.0
ABI,BPT,73.0
ABI,BTR,52.0
ABI,CHS,73.0
ABI,CLT,124.0
ABI,DEN,212.0
ABI,DFW,74279.0
ABI,DSM,94.0
ABI,ENV,394.0
ABI,GDL,61.0
ABI,GEG,118.0
ABI,IAH,233.0
ABI,IND,138.0
ABI,JAN,48.0
ABI,JFK,134.0
ABI,LAS,132.0
ABI,LAX,86.0
ABI,LBB,0.0
ABI,LFT,51.0
ABI,LRD,81.0
ABI,MCI,61.0
ABI,MEM,67.0
ABI,MSN,64.0
ABI,MSP,100.0
ABI,MTY,170.0
ABI,NAS,128.0
ABI,ORD,158.0
ABI,PHL,99.0
ABI,PHX,114.0
ABI,PNS,73.0
ABI,PSP,149.0
ABI,QRO,145.0
ABI,SAT,144.0
ABI,SEA,309.0
ABI,SFO,60.0
ABI,SJC,153.0
ABI,SJT,36.0
ABI,SLC,220.0
ABI,SNA,147.0
ABI,TRC,31.0
ABI,TUL,0.0
ABI,YYC,144.0
ABQ,ABQ,22.0
ABQ,AEX,15.0
ABQ,AMA,157.0
ABQ,ATL,133990.0
ABQ,AUS,49084.0
ABQ,BNA,465.0
ABQ,BOI,367.0
ABQ,BOS,567.0
ABQ,BUF,166.0
ABQ,BUR,994.0
ABQ,BWI,74067.0
ABQ,CLE,141.0
ABQ,CLT,692.0
ABQ,CNM,3038.0
ABQ,COS,146.0
ABQ,CUN,308.0
ABQ,CVG,208.0
ABQ,CYS,138.0
ABQ,DAL,190543.0
ABQ,DEN,294131.0
ABQ,DFW,287698.0
ABQ,DPA,4.0
ABQ,DRO,0.0
ABQ,DSM,0.0
ABQ,DTW,312.0
ABQ,ELP,1152.0
ABQ,ENV,447.0
ABQ,EWR,582.0
ABQ,FAT,142.0
ABQ,FLL,284.0
ABQ,FMN,0.0
ABQ,GDL,624.0
ABQ,GEG,130.0
ABQ,HOU,115137.0
ABQ,IAD,463.0
ABQ,IAH,84265.0
ABQ,IND,124.0
ABQ,JAX,273.0
ABQ,JFK,40901.0
ABQ,LAS,166267.0
ABQ,LAX,185873.0
ABQ,LBB,271.0
ABQ,LGA,130.0
ABQ,LIT,43.0
ABQ,LRD,0.0
ABQ,MAF,127.0
ABQ,MCI,43332.0
ABQ,MCN,0.0
ABQ,MCO,17145.0
ABQ,MDW,92021.0
ABQ,MEM,0.0
ABQ,MIA,429.0
ABQ,MSN,153.0
ABQ,MSP,28219.0
ABQ,MSY,72.0
ABQ,OAK,89827.0
ABQ,OKC,185.0
ABQ,OMA,134.0
ABQ,ONT,142.0
ABQ,ORD,115181.0
ABQ,PDX,36368.0
ABQ,PHL,842.0
ABQ,PHX,327011.0
ABQ,PIT,121.0
ABQ,PSP,164.0
ABQ,RDU,466.0
ABQ,RNO,143.0
ABQ,ROW,123.0
ABQ,SAF,201.0
ABQ,SAN,95127.0
ABQ,SAT,1665.0
ABQ,SEA,62230.0
ABQ,SFO,61086.0
ABQ,SJC,6193.0
ABQ,SLC,76254.0
ABQ,SMF,776.0
ABQ,SNA,23410.0
ABQ,STL,300.0
ABQ,TPA,460.0
ABQ,TUL,119.0
ABQ,TUS,360.0
ABQ,YUL,8.0
ACA,DPA,3.0
ACA,DTW,181.0
ACA,FLL,139.0
ACA,IAD,104.0
ACA,IAH,5338.0
ACA,JFK,466.0
ACA,LAX,879.0
ACA,ORD,131.0
ACA,SEA,294.0
ACA,SFO,454.0
ACC,AEX,141.0
ACC,IAD,41653.0
ACC,IAH,0.0
ACC,JFK,42196.0
ACK,ACY,3.0
ACK,BDL,11.0
ACK,BDR,25.0
ACK,BED,43.0
ACK,BOS,37428.0
ACK,BTV,2.0
ACK,CLT,511.0
ACK,DCA,10823.0
ACK,EWR,7332.0
ACK,FOK,13.0
ACK,HPN,4354.0
ACK,IAH,0.0
ACK,ILM,0.0
ACK,JFK,32949.0
ACK,LGA,6060.0
ACK,PVD,189.0
ACK,ROC,0.0
ACK,TEB,2292.0
ACT,ABI,40.0
ACT,AGU,45.0
ACT,AMA,75.0
ACT,ATL,0.0
ACT,BTR,41.0
ACT,CHS,34.0
ACT,CLL,49.0
ACT,DFW,51508.0
ACT,DSM,167.0
ACT,ENV,290.0
ACT,FOE,56.0
ACT,GCK,24.0
ACT,GRR,44.0
ACT,IAH,1.0
ACT,JAN,151.0
ACT,LAS,2.0
ACT,LCH,61.0
ACT,LFT,81.0
ACT,LRD,89.0
ACT,MCI,156.0
ACT,MEM,22.0
ACT,MSP,0.0
ACT,OKC,148.0
ACT,PHX,0.0
ACT,RDU,168.0
ACT,REC,6.0
ACT,ROW,49.0
ACT,SAF,59.0
ACT,SHV,35.0
ACT,SJT,121.0
ACT,TEB,5.0
ACT,TUL,50.0
ACT,YIP,79.0
ACY,ACY,139.0
ACY,ADW,0.0
ACY,AEX,0.0
ACY,AGS,288.0
ACY,ALB,143.0
ACY,ATL,28164.0
ACY,AUA,132.0
ACY,BGI,191.0
ACY,BOS,343.0
ACY,BTV,2.0
ACY,BUF,693.0
ACY,BUR,2.0
ACY,BWI,43.0
ACY,CEF,551.0
ACY,CHS,391.0
ACY,CLE,1102.0
ACY,CLT,933.0
ACY,CMH,271.0
ACY,CVG,384.0
ACY,DAY,175.0
ACY,DTW,1016.0
ACY,EWR,127.0
ACY,FLL,139537.0
ACY,HOU,136.0
ACY,HPN,2.0
ACY,ILM,423.0
ACY,ISP,98.0
ACY,JAX,194.0
ACY,KIN,195.0
ACY,LAS,283.0
ACY,MBJ,145.0
ACY,MCO,132764.0
ACY,MDW,133.0
ACY,MEM,285.0
ACY,MEX,119.0
ACY,MIA,0.0
ACY,MKE,292.0
ACY,MLB,0.0
ACY,MSY,9877.0
ACY,MYR,51346.0
ACY,NAS,150.0
ACY,ORD,375.0
ACY,ORF,353.0
ACY,PBI,29245.0
ACY,PHL,344.0
ACY,PIT,735.0
ACY,PVD,722.0
ACY,PWM,52.0
ACY,RDU,1051.0
ACY,RIC,585.0
ACY,ROC,411.0
ACY,RSW,80227.0
ACY,SJU,0.0
ACY,SWF,6.0
ACY,SYR,348.0
ACY,TPA,63775.0
ACY,TYS,296.0
ACY,VRB,35.0
ACY,YNG,982.0
ACY,YUL,136.0
ACY,YYZ,966.0
ADD,EWR,47082.0
ADD,IAD,106213.0
ADD,LAX,26307.0
ADD,ORD,15399.0
ADJ,JFK,0.0
ADK,ANC,2834.0
ADK,DUT,92.0
ADM,BUR,6.0
ADQ,ADQ,27.0
ADQ,AKN,134.0
ADQ,ANC,72197.0
ADQ,BET,0.0
ADQ,CDB,1.0
ADQ,CDV,36.0
ADQ,DLG,0.0
ADQ,ENA,202.0
ADQ,HOM,260.0
ADQ,ILI,0.0
ADQ,OME,0.0
ADQ,OTZ,0.0
ADQ,SNP,16.0
ADW,COO,9.0
ADW,OAK,19.0
ADW,TLV,61.0
AEP,TEB,8.0
AEX,AEX,0.0
AEX,ALB,0.0
AEX,ATL,51219.0
AEX,BDL,121.0
AEX,BHM,36.0
AEX,BOG,90.0
AEX,BOS,45.0
AEX,BRO,180.0
AEX,BTR,182.0
AEX,CAE,39.0
AEX,CLT,0.0
AEX,COU,0.0
AEX,CVG,0.0
AEX,DAL,0.0
AEX,DFW,32113.0
AEX,DTW,0.0
AEX,ELP,75.0
AEX,EWR,118.0
AEX,FLO,0.0
AEX,GFK,0.0
AEX,GRB,0.0
AEX,GUA,465.0
AEX,GYE,196.0
AEX,HMN,0.0
AEX,IAH,29075.0
AEX,IND,99.0
AEX,JAN,49.0
AEX,JAX,105.0
AEX,JFK,0.0
AEX,KIN,91.0
AEX,LGA,125.0
AEX,LNK,0.0
AEX,LRD,726.0
AEX,MCI,0.0
AEX,MCO,283.0
AEX,MDT,533.0
AEX,MEM,31.0
AEX,MEX,285.0
AEX,MGA,195.0
AEX,MIA,0.0
AEX,MKE,0.0
AEX,MLU,55.0
AEX,MSP,277.0
AEX,MSY,42.0
AEX,OMA,573.0
AEX,ORD,0.0
AEX,ORF,0.0
AEX,PIT,65.0
AEX,POB,189.0
AEX,PTY,15.0
AEX,RDU,0.0
AEX,RIC,0.0
AEX,SAL,601.0
AEX,SAN,0.0
AEX,SAP,435.0
AEX,SAT,108.0
AEX,SDQ,195.0
AEX,SHV,134.0
AEX,SLU,15.0
AEX,STL,0.0
AEX,SYR,221.0
AEX,TLH,0.0
AEX,TPA,0.0
AEX,TUL,50.0
AEX,TYS,0.0
AEX,YNG,15.0
AEY,TEB,10.0
AGP,BTV,5.0
AGP,FOK,7.0
AGP,JFK,16695.0
AGP,LAX,13.0
AGP,PBI,1.0
AGS,AEX,81.0
AGS,ATL,186666.0
AGS,BHM,61.0
AGS,BUF,4.0
AGS,BWI,158.0
AGS,BZE,114.0
AGS,CAE,192.0
AGS,CHS,129.0
AGS,CLT,99680.0
AGS,CMH,0.0
AGS,DCA,651.0
AGS,DFW,558.0
AGS,ELP,141.0
AGS,EWN,85.0
AGS,EYW,124.0
AGS,FLL,291.0
AGS,GNV,72.0
AGS,HPN,92.0
AGS,IAD,13.0
AGS,IAH,56.0
AGS,ICT,102.0
AGS,ILM,50.0
AGS,JAN,85.0
AGS,JAX,136.0
AGS,JFK,130.0
AGS,LGA,890.0
AGS,MCI,173.0
AGS,MCO,140.0
AGS,MDW,0.0
AGS,MIA,263.0
AGS,MOB,0.0
AGS,MSP,169.0
AGS,NAS,322.0
AGS,ORD,273.0
AGS,PAP,67.0
AGS,PHF,64.0
AGS,PHL,310.0
AGS,PIT,2.0
AGS,PWM,157.0
AGS,SFO,6.0
AGS,TEB,3.0
AGS,TLH,63.0
AGS,TUL,92.0
AGS,YYZ,138.0
AGU,DFW,31289.0
AGU,IAH,28085.0
AGU,LAX,17943.0
AIN,ANC,25.0
AIN,BRW,3089.0
AIN,BTI,6.0
AIN,FAI,0.0
AIN,OME,18.0
AIN,OTZ,32.0
AIN,PIZ,103.0
AIN,SCC,9.0
AKJ,HNL,156.0
AKL,HNL,110246.0
AKL,IAH,72075.0
AKL,LAX,222084.0
AKL,ORD,2756.0
AKL,PPG,460.0
AKL,SFO,140801.0
AKN,ADQ,180.0
AKN,AKN,65.0
AKN,ANC,32610.0
AKN,BET,25.0
AKN,CDB,52.0
AKN,DLG,4927.0
AKN,DUT,155.0
AKN,ENA,0.0
AKN,HOM,2.0
AKN,ILI,105.0
AKN,OME,0.0
AKN,PCA,0.0
AKN,PML,0.0
AKN,SEA,1033.0
AKN,SNP,0.0
AKN,UNK,18.0
ALB,ACY,118.0
ALB,ALB,9.0
ALB,ATL,127314.0
ALB,AUG,7.0
ALB,BDL,69.0
ALB,BED,2.0
ALB,BGR,144.0
ALB,BNA,125.0
ALB,BOS,6039.0
ALB,BTV,79.0
ALB,BUF,2682.0
ALB,BWI,228401.0
ALB,CAE,84.0
ALB,CEF,265.0
ALB,CHS,97.0
ALB,CLE,128.0
ALB,CLT,111944.0
ALB,CMH,7.0
ALB,CVG,60.0
ALB,DAL,120.0
ALB,DCA,58632.0
ALB,DEN,53753.0
ALB,DFW,207.0
ALB,DTW,73054.0
ALB,EWR,66886.0
ALB,FLL,80037.0
ALB,FRA,712.0
ALB,GRR,39.0
ALB,HPN,4.0
ALB,IAD,44098.0
ALB,IAH,0.0
ALB,ILM,37.0
ALB,IND,23.0
ALB,JFK,71.0
ALB,KEF,147.0
ALB,LAS,3856.0
ALB,LGA,124.0
ALB,LGW,328.0
ALB,LRD,15.0
ALB,MCO,139957.0
ALB,MDW,94587.0
ALB,MEM,137.0
ALB,MKE,128.0
ALB,MSN,21.0
ALB,MSP,22534.0
ALB,MSS,849.0
ALB,MYR,1059.0
ALB,OGS,5920.0
ALB,OMA,62.0
ALB,ONT,0.0
ALB,ORD,169436.0
ALB,ORF,35.0
ALB,PBG,0.0
ALB,PHL,84748.0
ALB,PHX,148.0
ALB,PIE,1278.0
ALB,PIT,821.0
ALB,PQI,37.0
ALB,PVD,93.0
ALB,PWM,335.0
ALB,RDU,137.0
ALB,RIC,109.0
ALB,ROC,246.0
ALB,RSW,6370.0
ALB,SAN,72.0
ALB,SAV,122.0
ALB,SFO,95.0
ALB,SNA,1.0
ALB,SNN,150.0
ALB,STL,322.0
ALB,SYR,0.0
ALB,TEB,20.0
ALB,TPA,49473.0
ALB,UGN,12.0
ALB,YHM,0.0
ALB,YHU,7.0
ALB,YHZ,43.0
ALB,YPQ,7.0
ALB,YQA,2.0
ALB,YUL,0.0
ALB,YVR,2.0
ALB,YYZ,112.0
ALG,JFK,0.0
AMA,ABI,289.0
AMA,ABQ,53.0
AMA,AGU,84.0
AMA,ATL,331.0
AMA,AUS,1133.0
AMA,BHM,7.0
AMA,BOS,170.0
AMA,BWI,235.0
AMA,CRP,0.0
AMA,DAL,133360.0
AMA,DEN,22940.0
AMA,DFW,118638.0
AMA,ENV,253.0
AMA,EWR,96.0
AMA,FLL,128.0
AMA,HHR,6.0
AMA,HOU,117.0
AMA,IAH,39367.0
AMA,ICT,132.0
AMA,IND,145.0
AMA,LAS,39232.0
AMA,LAX,567.0
AMA,LBB,139.0
AMA,MAF,42.0
AMA,MDT,0.0
AMA,MDW,169.0
AMA,MEM,152.0
AMA,MKE,131.0
AMA,MSN,137.0
AMA,MSY,158.0
AMA,OKC,20.0
AMA,ONT,271.0
AMA,ORD,46.0
AMA,PHX,8792.0
AMA,QRO,50.0
AMA,RDU,147.0
AMA,SEA,236.0
AMA,SNA,263.0
AMA,TYS,56.0
AMA,YIP,0.0
AMD,EWR,27211.0
AMM,DTW,7250.0
AMM,JFK,49217.0
AMM,ORD,70571.0
AMS,ATL,399879.0
AMS,AUS,793.0
AMS,BGR,153.0
AMS,BOS,137442.0
AMS,BWI,292.0
AMS,CVG,0.0
AMS,DFW,30936.0
AMS,DTW,303237.0
AMS,EWR,79819.0
AMS,IAD,153176.0
AMS,IAH,165976.0
AMS,JFK,433250.0
AMS,LAS,613.0
AMS,LAX,197607.0
AMS,LCK,0.0
AMS,MCO,46086.0
AMS,MDW,2.0
AMS,MIA,31807.0
AMS,MSP,263818.0
AMS,ORD,142649.0
AMS,PDX,79959.0
AMS,PHL,49667.0
AMS,SEA,136218.0
AMS,SFO,143232.0
AMS,SLC,83200.0
AMS,SMF,13.0
AMS,TEB,3.0
ANB,ACY,0.0
ANB,BGR,137.0
ANB,DAY,0.0
ANB,DTW,0.0
ANB,LCK,0.0
ANB,LRD,0.0
ANB,YIP,0.0
ANC,ADK,2854.0
ANC,ADQ,72419.0
ANC,AEX,0.0
ANC,AIN,25.0
ANC,AKN,31481.0
ANC,ANC,1700.0
ANC,ATL,25223.0
ANC,BET,74895.0
ANC,BFI,4.0
ANC,BIF,157.0
ANC,BKK,0.0
ANC,BRW,27173.0
ANC,BTI,68.0
ANC,BTT,9.0
ANC,CAN,0.0
ANC,CDB,5566.0
ANC,CDV,23582.0
ANC,CGO,0.0
ANC,CHS,0.0
ANC,COS,0.0
ANC,CSX,0.0
ANC,CTS,0.0
ANC,CTU,0.0
ANC,CVG,0.0
ANC,DEN,64508.0
ANC,DFW,18328.0
ANC,DLG,25756.0
ANC,DNA,0.0
ANC,DOV,0.0
ANC,DTW,272.0
ANC,DUT,27457.0
ANC,EDF,0.0
ANC,EHM,0.0
ANC,ENA,93429.0
ANC,EWR,2225.0
ANC,FAI,230035.0
ANC,FBK,0.0
ANC,FRA,13036.0
ANC,FYU,2.0
ANC,GAL,219.0
ANC,GDL,0.0
ANC,GMP,2.0
ANC,GUM,0.0
ANC,HAN,0.0
ANC,HFE,0.0
ANC,HGH,0.0
ANC,HKG,605.0
ANC,HND,9.0
ANC,HNL,50901.0
ANC,HOM,34361.0
ANC,IAH,11713.0
ANC,ILI,3609.0
ANC,IND,0.0
ANC,JFK,0.0
ANC,JNU,112066.0
ANC,KEF,5649.0
ANC,KOA,7997.0
ANC,KTN,101.0
ANC,LAS,891.0
ANC,LAX,70161.0
ANC,LCK,0.0
ANC,LSV,134.0
ANC,LUR,0.0
ANC,MCG,1875.0
ANC,MCO,0.0
ANC,MDW,0.0
ANC,MEM,0.0
ANC,MEX,0.0
ANC,MIA,0.0
ANC,MNL,0.0
ANC,MQT,0.0
ANC,MRI,2.0
ANC,MSJ,0.0
ANC,MSP,115898.0
ANC,MWH,0.0
ANC,NGB,0.0
ANC,NGO,0.0
ANC,NKG,0.0
ANC,NKX,0.0
ANC,NRT,610.0
ANC,NUW,0.0
ANC,OAK,0.0
ANC,OGG,9062.0
ANC,OKO,0.0
ANC,OME,49453.0
ANC,ONT,0.0
ANC,ORD,73650.0
ANC,OSN,150.0
ANC,OTZ,22889.0
ANC,PAE,0.0
ANC,PAQ,0.0
ANC,PBI,0.0
ANC,PDX,145548.0
ANC,PEK,197.0
ANC,PEN,0.0
ANC,PHX,23673.0
ANC,PKC,611.0
ANC,PML,87.0
ANC,PNH,0.0
ANC,SAN,6.0
ANC,SCC,22162.0
ANC,SEA,1008281.0
ANC,SFO,15198.0
ANC,SGN,0.0
ANC,SIT,869.0
ANC,SLC,8115.0
ANC,SNP,1600.0
ANC,SUU,0.0
ANC,SVW,3.0
ANC,SYA,0.0
ANC,SZX,0.0
ANC,TEB,6.0
ANC,TKA,6.0
ANC,TLJ,0.0
ANC,TPA,4.0
ANC,TPE,0.0
ANC,TSA,1.0
ANC,TSN,4.0
ANC,UAM,0.0
ANC,UNK,7848.0
ANC,UTO,0.0
ANC,UUD,0.0
ANC,UUS,0.0
ANC,VCV,0.0
ANC,VDZ,9973.0
ANC,WUH,0.0
ANC,YAK,92.0
ANC,YEG,219.0
ANC,YHZ,0.0
ANC,YOC,0.0
ANC,YQM,0.0
ANC,YQU,8.0
ANC,YVR,16211.0
ANC,YWG,0.0
ANC,YYC,4.0
ANC,YYZ,192.0
ANC,YZF,287.0
AND,OPF,0.0
AND,PHL,0.0
AND,PIT,67.0
AND,RDU,42.0
ANF,MIA,302.0
ANR,BGR,2.0
ANR,HPN,6.0
ANR,PHL,1.0
ANU,ATL,5860.0
ANU,BDL,139.0
ANU,BOS,163.0
ANU,BUR,24.0
ANU,CLT,4865.0
ANU,EWR,14358.0
ANU,FLL,108.0
ANU,HPN,7.0
ANU,JFK,50493.0
ANU,LGA,2.0
ANU,MIA,55881.0
ANU,PHL,9.0
ANU,PIT,0.0
ANU,PVD,60.0
ANU,SJU,3334.0
ANU,STL,143.0
ANU,TEB,5.0
AOO,BUF,1.0
AOO,BWI,1390.0
AOO,PIT,2379.0
APW,HNL,2388.0
APW,PPG,50.0
ARN,AUS,225.0
ARN,BED,2.0
ARN,BFI,0.0
ARN,EWR,95553.0
ARN,FLL,33875.0
ARN,IAD,4.0
ARN,JFK,59733.0
ARN,LAS,3537.0
ARN,LAX,102611.0
ARN,MCO,2860.0
ARN,MIA,4884.0
ARN,NUQ,2.0
ARN,OAK,29955.0
ARN,ORD,66623.0
ARN,SWF,0.0
ART,DTW,1.0
ART,PHL,23052.0
ART,SYR,185.0
ASD,FLL,60.0
ASU,MIA,0.0
ATL,ABQ,132020.0
ATL,ACT,0.0
ATL,ACY,29025.0
ATL,AEX,50807.0
ATL,AGS,196605.0
ATL,ALB,123311.0
ATL,AMA,6.0
ATL,AMS,392394.0
ATL,ANC,26585.0
ATL,ANU,6013.0
ATL,ATL,9.0
ATL,AUA,75599.0
ATL,AUS,559555.0
ATL,BCN,48337.0
ATL,BDL,305477.0
ATL,BED,57.0
ATL,BFI,160.0
ATL,BFM,0.0
ATL,BGR,10.0
ATL,BHM,410361.0
ATL,BJX,24361.0
ATL,BNA,537554.0
ATL,BOD,0.0
ATL,BOG,61542.0
ATL,BON,14888.0
ATL,BOS,998598.0
ATL,BRO,0.0
ATL,BRU,46386.0
ATL,BTR,142342.0
ATL,BTV,38479.0
ATL,BUF,204087.0
ATL,BUR,143.0
ATL,BWI,882160.0
ATL,BZE,54057.0
ATL,CAE,237552.0
ATL,CDG,377044.0
ATL,CHA,220038.0
ATL,CHS,444940.0
ATL,CLE,469781.0
ATL,CLL,121.0
ATL,CLT,524546.0
ATL,CMH,486067.0
ATL,COS,54450.0
ATL,COU,0.0
ATL,CTG,23124.0
ATL,CUN,363729.0
ATL,CVG,382854.0
ATL,CZM,39500.0
ATL,DAL,396153.0
ATL,DAY,159955.0
ATL,DCA,843374.0
ATL,DEN,833183.0
ATL,DFW,894695.0
ATL,DHN,52719.0
ATL,DOH,87115.0
ATL,DSM,128646.0
ATL,DTW,845550.0
ATL,DUB,56312.0
ATL,DUS,64535.0
ATL,ELH,7857.0
ATL,ELP,105197.0
ATL,EMA,0.0
ATL,EWN,28644.0
ATL,EWR,697427.0
ATL,EYW,155571.0
ATL,FAB,1.0
ATL,FCO,107962.0
ATL,FFO,0.0
ATL,FLL,1327774.0
ATL,FMN,10.0
ATL,FPO,7957.0
ATL,FRA,134380.0
ATL,FSM,26907.0
ATL,GCM,60974.0
ATL,GDL,62809.0
ATL,GEG,158.0
ATL,GGT,21740.0
ATL,GIG,73219.0
ATL,GND,5175.0
ATL,GNV,131279.0
ATL,GRB,37454.0
ATL,GRK,970.0
ATL,GRR,218394.0
ATL,GRU,90705.0
ATL,GUA,101351.0
ATL,GUS,0.0
ATL,HAV,34929.0
ATL,HHN,0.0
ATL,HNL,90297.0
ATL,HOU,463961.0
ATL,HPN,146538.0
ATL,IAD,440263.0
ATL,IAH,556001.0
ATL,ICT,126106.0
ATL,ILM,106344.0
ATL,IND,527065.0
ATL,ISP,10745.0
ATL,IST,55562.0
ATL,JAN,222519.0
ATL,JAX,773089.0
ATL,JFK,452912.0
ATL,JNB,92639.0
ATL,KEF,225.0
ATL,KIN,46580.0
ATL,LAS,771676.0
ATL,LAX,1139039.0
ATL,LCK,0.0
ATL,LFT,71791.0
ATL,LGA,1207021.0
ATL,LGB,6.0
ATL,LGG,0.0
ATL,LHR,286441.0
ATL,LIM,77193.0
ATL,LIR,78153.0
ATL,LIS,20038.0
ATL,LIT,259935.0
ATL,LNK,15157.0
ATL,LOS,41496.0
ATL,LRD,0.0
ATL,LTN,1.0
ATL,LUX,0.0
ATL,MAD,62703.0
ATL,MAN,59070.0
ATL,MBJ,193624.0
ATL,MCI,534350.0
ATL,MCN,78.0
ATL,MCO,1495775.0
ATL,MDT,93812.0
ATL,MDW,466770.0
ATL,MEM,447340.0
ATL,MEX,208234.0
ATL,MGA,25779.0
ATL,MHH,15748.0
ATL,MIA,833993.0
ATL,MID,13917.0
ATL,MKE,415457.0
ATL,MKL,2000.0
ATL,MLB,171426.0
ATL,MLU,49878.0
ATL,MOB,126355.0
ATL,MSN,118297.0
ATL,MSP,770114.0
ATL,MSY,763565.0
ATL,MTY,65609.0
ATL,MUC,70043.0
ATL,MXP,22524.0
ATL,MYR,139570.0
ATL,MZT,53.0
ATL,NAS,187411.0
ATL,NGU,0.0
ATL,NRT,96287.0
ATL,OAK,64705.0
ATL,OKC,214449.0
ATL,OMA,215082.0
ATL,ONT,0.0
ATL,OPF,1.0
ATL,ORD,861217.0
ATL,ORF,373251.0
ATL,ORL,4.0
ATL,OST,0.0
ATL,PAP,40140.0
ATL,PBI,633230.0
ATL,PDX,224982.0
ATL,PHF,75913.0
ATL,PHL,776892.0
ATL,PHX,523922.0
ATL,PIE,134.0
ATL,PIT,451246.0
ATL,PKC,0.0
ATL,PLS,52066.0
ATL,PNS,352673.0
ATL,PSE,40.0
ATL,PSP,1351.0
ATL,PTP,5743.0
ATL,PTY,45344.0
ATL,PUJ,210589.0
ATL,PVD,131164.0
ATL,PVR,47560.0
ATL,PWM,89737.0
ATL,QRO,23415.0
ATL,RAK,14.0
ATL,RDU,697378.0
ATL,RIC,553567.0
ATL,RNO,4530.0
ATL,ROC,137569.0
ATL,RSW,569710.0
ATL,RTB,7924.0
ATL,SAL,52877.0
ATL,SAN,412167.0
ATL,SAP,47471.0
ATL,SAT,475209.0
ATL,SAV,386387.0
ATL,SCL,64497.0
ATL,SDQ,61888.0
ATL,SEA,528477.0
ATL,SFO,514823.0
ATL,SHV,95232.0
ATL,SJC,172102.0
ATL,SJD,46251.0
ATL,SJO,132233.0
ATL,SJU,237523.0
ATL,SKB,5371.0
ATL,SLC,564968.0
ATL,SMF,156775.0
ATL,SNA,199665.0
ATL,SNN,390.0
ATL,STI,5418.0
ATL,STL,529867.0
ATL,STN,0.0
ATL,STR,67113.0
ATL,STT,60330.0
ATL,STX,8988.0
ATL,SWF,0.0
ATL,SXM,23544.0
ATL,SYR,139030.0
ATL,TEB,10.0
ATL,TER,182.0
ATL,TGU,34911.0
ATL,TLC,3.0
ATL,TLH,189983.0
ATL,TLS,0.0
ATL,TLV,21.0
ATL,TPA,1052081.0
ATL,TTN,50028.0
ATL,TUL,146929.0
ATL,TUS,109476.0
ATL,TYS,236821.0
ATL,UIO,62712.0
ATL,UVF,54796.0
ATL,VCE,28791.0
ATL,VKO,1.0
ATL,VPS,235375.0
ATL,YHM,0.0
ATL,YHZ,171.0
ATL,YIP,160.0
ATL,YMX,0.0
ATL,YOW,0.0
ATL,YQX,0.0
ATL,YUL,101612.0
ATL,YVR,20665.0
ATL,YYR,282.0
ATL,YYT,227.0
ATL,YYZ,351201.0
ATL,ZIH,94.0
ATL,ZRH,23875.0
ATQ,EWR,225.0
AUA,ATL,74919.0
AUA,BOS,88348.0
AUA,BQN,0.0
AUA,BWI,36034.0
AUA,CLT,70533.0
AUA,DFW,313.0
AUA,EWR,114562.0
AUA,FLL,88356.0
AUA,HOU,2312.0
AUA,IAD,8527.0
AUA,IAH,9458.0
AUA,JFK,153350.0
AUA,MCO,8138.0
AUA,MIA,111749.0
AUA,MSP,4487.0
AUA,MYR,150.0
AUA,ORD,12587.0
AUA,PBI,175.0
AUA,PHL,28038.0
AUA,SJU,137.0
AUA,TTN,10.0
AUG,ALB,7.0
AUG,BOS,5200.0
AUG,HPN,3.0
AUG,RIC,5.0
AUG,TEB,4.0
AUH,DFW,14275.0
AUH,IAD,67836.0
AUH,JFK,205216.0
AUH,LAX,58941.0
AUH,ORD,109745.0
AUS,ABI,829.0
AUS,ABQ,47114.0
AUS,ACA,69.0
AUS,ACT,1.0
AUS,AGS,12.0
AUS,AGU,254.0
AUS,AMA,910.0
AUS,AMS,741.0
AUS,ANC,0.0
AUS,ARN,471.0
AUS,ATL,566633.0
AUS,AUS,0.0
AUS,BDL,109.0
AUS,BFM,149.0
AUS,BGR,83.0
AUS,BHM,301.0
AUS,BJX,154.0
AUS,BNA,113611.0
AUS,BOG,122.0
AUS,BOI,87.0
AUS,BOS,134257.0
AUS,BTR,604.0
AUS,BUF,9742.0
AUS,BUR,3.0
AUS,BWI,93879.0
AUS,BZE,151.0
AUS,CAE,253.0
AUS,CDG,181.0
AUS,CHS,8029.0
AUS,CLE,17262.0
AUS,CLL,45.0
AUS,CLT,195762.0
AUS,CMH,13132.0
AUS,CRP,497.0
AUS,CUN,40149.0
AUS,CUU,21.0
AUS,CVG,40297.0
AUS,CZM,148.0
AUS,DAL,353525.0
AUS,DAY,30.0
AUS,DCA,53207.0
AUS,DEN,462380.0
AUS,DFW,522617.0
AUS,DLH,4.0
AUS,DRO,45.0
AUS,DSM,175.0
AUS,DTW,113492.0
AUS,EFD,11.0
AUS,ELP,88897.0
AUS,ENV,708.0
AUS,ESE,4.0
AUS,EWR,219101.0
AUS,FAT,116.0
AUS,FLL,123775.0
AUS,FOE,171.0
AUS,FRA,10264.0
AUS,FXE,17.0
AUS,GDL,8076.0
AUS,GIG,175.0
AUS,GRK,0.0
AUS,GUA,581.0
AUS,GUS,0.0
AUS,HKY,155.0
AUS,HOU,209722.0
AUS,HPN,1.0
AUS,HRL,35366.0
AUS,IAD,112790.0
AUS,IAH,351104.0
AUS,ICT,83.0
AUS,IND,27523.0
