Airport,Destination_Region,Month,Passengers
05A,Domestic,2,10.0
05A,Domestic,3,44.0
05A,Domestic,4,18.0
05A,Domestic,5,42.0
05A,Domestic,6,29.0
05A,Domestic,7,40.0
05A,Domestic,8,36.0
05A,Domestic,9,26.0
05A,Domestic,10,9.0
06A,Domestic,5,0.0
06A,Domestic,9,0.0
06A,Domestic,11,0.0
06A,Domestic,12,2.0
09A,Domestic,6,3.0
09A,Domestic,7,4.0
09A,Domestic,8,2.0
09A,Domestic,9,0.0
1B1,Domestic,8,3.0
1G4,Domestic,1,1571.0
1G4,Domestic,2,1546.0
1G4,Domestic,3,2045.0
1G4,Domestic,4,2045.0
1G4,Domestic,5,3873.0
1G4,Domestic,6,2871.0
1G4,Domestic,7,3091.0
1G4,Domestic,8,3265.0
1G4,Domestic,9,2670.0
1G4,Domestic,10,2260.0
1G4,Domestic,11,1509.0
1G4,Domestic,12,1277.0
1TN,Domestic,11,8.0
6B0,Domestic,11,4.0
7AK,Domestic,1,156.0
7AK,Domestic,2,81.0
7AK,Domestic,3,60.0
7AK,Domestic,4,83.0
7AK,Domestic,5,148.0
7AK,Domestic,6,101.0
7AK,Domestic,7,139.0
7AK,Domestic,8,193.0
7AK,Domestic,9,87.0
7AK,Domestic,10,327.0
7AK,Domestic,11,309.0
7AK,Domestic,12,257.0
A01,Domestic,2,0.0
A01,Domestic,9,4.0
A01,Domestic,10,0.0
A03,Domestic,5,1.0
A03,Domestic,6,75.0
A03,Domestic,7,82.0
A03,Domestic,8,89.0
A03,Domestic,9,23.0
A04,Domestic,9,0.0
A04,Domestic,10,5.0
A04,Domestic,11,0.0
A1K,Domestic,1,0.0
A1K,Domestic,7,11.0
A1K,Domestic,8,1.0
A1K,Domestic,9,0.0
A1K,Domestic,10,0.0
A1K,Domestic,11,0.0
A1K,Domestic,12,0.0
A1L,Domestic,6,0.0
A20,Domestic,1,0.0
A20,Domestic,4,0.0
A20,Domestic,5,0.0
A20,Domestic,6,0.0
A20,Domestic,7,0.0
A20,Domestic,8,0.0
A20,Domestic,9,0.0
A20,Domestic,10,0.0
A20,Domestic,11,0.0
A20,Domestic,12,0.0
A26,Domestic,7,11.0
A26,Domestic,8,3.0
A26,Domestic,9,4.0
A26,Domestic,10,1.0
A27,Domestic,1,5.0
A27,Domestic,2,1.0
A27,Domestic,3,5.0
A27,Domestic,4,4.0
A27,Domestic,5,8.0
A27,Domestic,6,3.0
A27,Domestic,7,4.0
A27,Domestic,8,2.0
A27,Domestic,9,3.0
A27,Domestic,10,4.0
A27,Domestic,11,2.0
A27,Domestic,12,4.0
A29,Domestic,1,3.0
A29,Domestic,5,3.0
A29,Domestic,6,21.0
A29,Domestic,7,25.0
A29,Domestic,8,19.0
A29,Domestic,9,6.0
A29,Domestic,10,7.0
A29,Domestic,11,4.0
A29,Domestic,12,10.0
A2L,Domestic,6,6.0
A30,Domestic,12,0.0
A34,Domestic,9,1.0
A34,Domestic,10,11.0
A37,Domestic,7,10.0
A37,Domestic,8,0.0
A43,Domestic,1,21.0
A43,Domestic,2,17.0
A43,Domestic,3,13.0
A43,Domestic,4,5.0
A43,Domestic,5,43.0
A43,Domestic,6,94.0
A43,Domestic,7,156.0
A43,Domestic,8,136.0
A43,Domestic,9,74.0
A43,Domestic,10,31.0
A43,Domestic,11,65.0
A43,Domestic,12,59.0
A50,Domestic,7,0.0
A50,Domestic,8,2.0
A51,Domestic,10,0.0
A52,Domestic,7,85.0
A52,Domestic,8,86.0
A52,Domestic,9,22.0
A63,Domestic,6,8.0
A63,Domestic,7,0.0
A63,Domestic,9,2.0
A65,Domestic,9,5.0
A65,Domestic,10,6.0
A6K,Domestic,7,2.0
A6K,Domestic,8,3.0
A6K,Domestic,9,0.0
A72,Domestic,5,35.0
A72,Domestic,6,133.0
A72,Domestic,7,246.0
A72,Domestic,8,173.0
A72,Domestic,9,8.0
A87,Domestic,7,0.0
A87,Domestic,8,4.0
AA9,Domestic,4,1.0
AAO,International,9,2.0
ABE,Domestic,1,25176.0
ABE,Domestic,2,24682.0
ABE,Domestic,3,31500.0
ABE,Domestic,4,31498.0
ABE,Domestic,5,34462.0
ABE,Domestic,6,34682.0
ABE,Domestic,7,36380.0
ABE,Domestic,8,37558.0
ABE,Domestic,9,26696.0
ABE,Domestic,10,32889.0
ABE,Domestic,11,31771.0
ABE,Domestic,12,29397.0
ABI,Domestic,1,6110.0
ABI,Domestic,2,5637.0
ABI,Domestic,3,5583.0
ABI,Domestic,4,6388.0
ABI,Domestic,5,7306.0
ABI,Domestic,6,7121.0
ABI,Domestic,7,7428.0
ABI,Domestic,8,6965.0
ABI,Domestic,9,6527.0
ABI,Domestic,10,7458.0
ABI,Domestic,11,6797.0
ABI,Domestic,12,6971.0
ABL,Domestic,1,399.0
ABL,Domestic,2,266.0
ABL,Domestic,3,286.0
ABL,Domestic,4,365.0
ABL,Domestic,5,360.0
ABL,Domestic,6,287.0
ABL,Domestic,7,340.0
ABL,Domestic,8,489.0
ABL,Domestic,9,480.0
ABL,Domestic,10,517.0
ABL,Domestic,11,406.0
ABL,Domestic,12,270.0
ABQ,Domestic,1,343790.0
ABQ,Domestic,2,339254.0
ABQ,Domestic,3,438022.0
ABQ,Domestic,4,434280.0
ABQ,Domestic,5,480208.0
ABQ,Domestic,6,519520.0
ABQ,Domestic,7,531768.0
ABQ,Domestic,8,507620.0
ABQ,Domestic,9,456348.0
ABQ,Domestic,10,509148.0
ABQ,Domestic,11,447914.0
ABQ,Domestic,12,434384.0
ABR,Domestic,1,2445.0
ABR,Domestic,2,2307.0
ABR,Domestic,3,2458.0
ABR,Domestic,4,2053.0
ABR,Domestic,5,2378.0
ABR,Domestic,6,2390.0
ABR,Domestic,7,2193.0
ABR,Domestic,8,2489.0
ABR,Domestic,9,2152.0
ABR,Domestic,10,2636.0
ABR,Domestic,11,2839.0
ABR,Domestic,12,2289.0
ABY,Domestic,1,2655.0
ABY,Domestic,2,2801.0
ABY,Domestic,3,3322.0
ABY,Domestic,4,3250.0
ABY,Domestic,5,3408.0
ABY,Domestic,6,3448.0
ABY,Domestic,7,3433.0
ABY,Domestic,8,3508.0
ABY,Domestic,9,2983.0
ABY,Domestic,10,3198.0
ABY,Domestic,11,3373.0
ABY,Domestic,12,3230.0
ABZ,International,7,0.0
ACA,International,1,1372.0
ACA,International,2,1390.0
ACA,International,3,917.0
ACA,International,4,523.0
ACA,International,5,443.0
ACA,International,6,441.0
ACA,International,7,725.0
ACA,International,8,270.0
ACA,International,10,243.0
ACA,International,11,830.0
ACA,International,12,835.0
ACC,International,1,6338.0
ACC,International,2,5330.0
ACC,International,3,7609.0
ACC,International,4,5936.0
ACC,International,5,7288.0
ACC,International,6,7985.0
ACC,International,7,8471.0
ACC,International,8,7822.0
ACC,International,9,6599.0
ACC,International,10,6509.0
ACC,International,11,6670.0
ACC,International,12,7433.0
ACK,Domestic,1,2296.0
ACK,Domestic,2,2090.0
ACK,Domestic,3,2195.0
ACK,Domestic,4,3095.0
ACK,Domestic,5,7199.0
ACK,Domestic,6,19057.0
ACK,Domestic,7,30329.0
ACK,Domestic,8,32836.0
ACK,Domestic,9,14288.0
ACK,Domestic,10,6636.0
ACK,Domestic,11,3950.0
ACK,Domestic,12,2257.0
ACT,Domestic,1,3695.0
ACT,Domestic,2,3675.0
ACT,Domestic,3,4320.0
ACT,Domestic,4,4361.0
ACT,Domestic,5,5049.0
ACT,Domestic,6,5006.0
ACT,Domestic,7,4733.0
ACT,Domestic,8,5098.0
ACT,Domestic,9,4761.0
ACT,Domestic,10,5400.0
ACT,Domestic,11,5009.0
ACT,Domestic,12,3805.0
ACV,Domestic,1,4665.0
ACV,Domestic,2,3703.0
ACV,Domestic,3,3674.0
ACV,Domestic,4,4425.0
ACV,Domestic,5,4714.0
ACV,Domestic,6,6110.0
ACV,Domestic,7,7343.0
ACV,Domestic,8,7985.0
ACV,Domestic,9,6135.0
ACV,Domestic,10,6587.0
ACV,Domestic,11,6664.0
ACV,Domestic,12,6038.0
ACY,Domestic,1,45388.0
ACY,Domestic,2,47833.0
ACY,Domestic,3,57120.0
ACY,Domestic,4,50857.0
ACY,Domestic,5,48267.0
ACY,Domestic,6,40704.0
ACY,Domestic,7,47166.0
ACY,Domestic,8,45695.0
ACY,Domestic,9,37213.0
ACY,Domestic,10,39840.0
ACY,Domestic,11,50105.0
ACY,Domestic,12,47435.0
ADD,International,1,15158.0
ADD,International,2,8805.0
ADD,International,3,12554.0
ADD,International,4,13204.0
ADD,International,5,14843.0
ADD,International,6,19675.0
ADD,International,7,20426.0
ADD,International,8,23202.0
ADD,International,9,16801.0
ADD,International,10,13998.0
ADD,International,11,13606.0
ADD,International,12,22729.0
ADJ,International,4,0.0
ADK,Domestic,1,249.0
ADK,Domestic,2,191.0
ADK,Domestic,3,194.0
ADK,Domestic,4,191.0
ADK,Domestic,5,191.0
ADK,Domestic,6,265.0
ADK,Domestic,7,342.0
ADK,Domestic,8,376.0
ADK,Domestic,9,227.0
ADK,Domestic,10,251.0
ADK,Domestic,11,212.0
ADK,Domestic,12,237.0
ADM,Domestic,6,3.0
ADM,Domestic,7,3.0
ADQ,Domestic,1,5192.0
ADQ,Domestic,2,4152.0
ADQ,Domestic,3,6129.0
ADQ,Domestic,4,5374.0
ADQ,Domestic,5,7951.0
ADQ,Domestic,6,7984.0
ADQ,Domestic,7,9143.0
ADQ,Domestic,8,9817.0
ADQ,Domestic,9,7403.0
ADQ,Domestic,10,6613.0
ADQ,Domestic,11,6117.0
ADQ,Domestic,12,5389.0
ADS,Domestic,1,2.0
ADS,Domestic,2,4.0
ADS,Domestic,3,5.0
ADS,Domestic,4,2.0
ADS,Domestic,5,2.0
ADS,Domestic,6,0.0
ADS,Domestic,7,2.0
ADS,Domestic,8,2.0
ADS,Domestic,10,0.0
ADS,Domestic,11,18.0
ADS,Domestic,12,0.0
ADT,Domestic,8,3.0
ADW,Domestic,1,0.0
ADW,Domestic,3,61.0
ADW,Domestic,8,19.0
ADW,Domestic,9,9.0
ADW,Domestic,10,59.0
AEP,International,11,8.0
AET,Domestic,1,176.0
AET,Domestic,2,157.0
AET,Domestic,3,245.0
AET,Domestic,4,225.0
AET,Domestic,5,258.0
AET,Domestic,6,283.0
AET,Domestic,7,177.0
AET,Domestic,8,302.0
AET,Domestic,9,217.0
AET,Domestic,10,182.0
AET,Domestic,11,197.0
AET,Domestic,12,230.0
AEX,Domestic,1,9328.0
AEX,Domestic,2,8935.0
AEX,Domestic,3,10737.0
AEX,Domestic,4,11134.0
AEX,Domestic,5,10968.0
AEX,Domestic,6,10863.0
AEX,Domestic,7,11040.0
AEX,Domestic,8,9511.0
AEX,Domestic,9,9057.0
AEX,Domestic,10,10517.0
AEX,Domestic,11,10151.0
AEX,Domestic,12,9713.0
AEY,International,4,10.0
AFW,Domestic,1,209.0
AFW,Domestic,2,0.0
AFW,Domestic,3,0.0
AFW,Domestic,4,165.0
AFW,Domestic,5,0.0
AFW,Domestic,6,309.0
AFW,Domestic,7,80.0
AFW,Domestic,8,0.0
AFW,Domestic,9,339.0
AFW,Domestic,10,302.0
AFW,Domestic,11,622.0
AFW,Domestic,12,736.0
AGC,Domestic,1,1.0
AGC,Domestic,2,11.0
AGC,Domestic,3,0.0
AGC,Domestic,4,7.0
AGC,Domestic,5,4.0
AGC,Domestic,6,5.0
AGC,Domestic,7,2.0
AGC,Domestic,9,8.0
AGC,Domestic,10,5.0
AGC,Domestic,11,2.0
AGN,Domestic,1,112.0
AGN,Domestic,2,97.0
AGN,Domestic,3,160.0
AGN,Domestic,4,192.0
AGN,Domestic,5,254.0
AGN,Domestic,6,244.0
AGN,Domestic,7,297.0
AGN,Domestic,8,265.0
AGN,Domestic,9,167.0
AGN,Domestic,10,205.0
AGN,Domestic,11,193.0
AGN,Domestic,12,160.0
AGP,International,2,1.0
AGP,International,5,1015.0
AGP,International,6,4319.0
AGP,International,7,4070.0
AGP,International,8,4335.0
AGP,International,9,2981.0
AGS,Domestic,1,19466.0
AGS,Domestic,2,19854.0
AGS,Domestic,3,25088.0
AGS,Domestic,4,31446.0
AGS,Domestic,5,26784.0
AGS,Domestic,6,24107.0
AGS,Domestic,7,24794.0
AGS,Domestic,8,24852.0
AGS,Domestic,9,23884.0
AGS,Domestic,10,27109.0
AGS,Domestic,11,26144.0
AGS,Domestic,12,22468.0
AGT,International,1,0.0
AGT,International,2,0.0
AGT,International,3,0.0
AGT,International,4,0.0
AGT,International,5,0.0
AGT,International,6,0.0
AGT,International,7,0.0
AGT,International,8,0.0
AGT,International,9,0.0
AGT,International,10,0.0
AGT,International,11,0.0
AGT,International,12,0.0
AGU,International,1,6525.0
AGU,International,2,4677.0
AGU,International,3,5571.0
AGU,International,4,6510.0
AGU,International,5,6689.0
AGU,International,6,7526.0
AGU,International,7,7374.0
AGU,International,8,6062.0
AGU,International,9,5958.0
AGU,International,10,6060.0
AGU,International,11,6286.0
AGU,International,12,8079.0
AHN,Domestic,2,78.0
AHN,Domestic,3,58.0
AHN,Domestic,5,26.0
AHN,Domestic,6,0.0
AHN,Domestic,9,192.0
AHN,Domestic,10,350.0
AHN,Domestic,11,160.0
AIA,Domestic,1,500.0
AIA,Domestic,2,387.0
AIA,Domestic,3,487.0
AIA,Domestic,4,411.0
AIA,Domestic,5,551.0
AIA,Domestic,6,501.0
AIA,Domestic,7,395.0
AIA,Domestic,8,388.0
AIA,Domestic,9,328.0
AIA,Domestic,10,363.0
AIA,Domestic,11,347.0
AIA,Domestic,12,366.0
AIK,Domestic,2,8.0
AIK,Domestic,4,5.0
AIN,Domestic,1,442.0
AIN,Domestic,2,217.0
AIN,Domestic,3,414.0
AIN,Domestic,4,289.0
AIN,Domestic,5,372.0
AIN,Domestic,6,422.0
AIN,Domestic,7,371.0
AIN,Domestic,8,403.0
AIN,Domestic,9,320.0
AIN,Domestic,10,481.0
AIN,Domestic,11,327.0
AIN,Domestic,12,359.0
AK7,Domestic,6,9.0
AK7,Domestic,8,2.0
AK7,Domestic,9,14.0
AKB,Domestic,1,9.0
AKB,Domestic,2,14.0
AKB,Domestic,3,26.0
AKB,Domestic,4,26.0
AKB,Domestic,5,27.0
AKB,Domestic,6,15.0
AKB,Domestic,7,24.0
AKB,Domestic,8,43.0
AKB,Domestic,9,30.0
AKB,Domestic,10,28.0
AKB,Domestic,11,21.0
AKB,Domestic,12,20.0
AKI,Domestic,1,264.0
AKI,Domestic,2,162.0
AKI,Domestic,3,157.0
AKI,Domestic,4,360.0
AKI,Domestic,5,328.0
AKI,Domestic,6,247.0
AKI,Domestic,7,360.0
AKI,Domestic,8,253.0
AKI,Domestic,9,271.0
AKI,Domestic,10,426.0
AKI,Domestic,11,169.0
AKI,Domestic,12,327.0
AKJ,International,11,156.0
AKK,Domestic,1,65.0
AKK,Domestic,2,46.0
AKK,Domestic,3,84.0
AKK,Domestic,4,16.0
AKK,Domestic,5,107.0
AKK,Domestic,6,166.0
AKK,Domestic,7,97.0
AKK,Domestic,8,105.0
AKK,Domestic,9,76.0
AKK,Domestic,10,41.0
AKK,Domestic,11,49.0
AKK,Domestic,12,38.0
AKL,International,1,59743.0
AKL,International,2,51690.0
AKL,International,3,44717.0
AKL,International,4,36484.0
AKL,International,5,34355.0
AKL,International,6,37197.0
AKL,International,7,47329.0
AKL,International,8,37214.0
AKL,International,9,42114.0
AKL,International,10,49472.0
AKL,International,11,49112.0
AKL,International,12,58995.0
AKN,Domestic,1,1827.0
AKN,Domestic,2,1010.0
AKN,Domestic,3,1467.0
AKN,Domestic,4,2572.0
AKN,Domestic,5,3389.0
AKN,Domestic,6,12166.0
AKN,Domestic,7,10666.0
AKN,Domestic,8,5303.0
AKN,Domestic,9,4268.0
AKN,Domestic,10,1986.0
AKN,Domestic,11,1556.0
AKN,Domestic,12,1684.0
AKP,Domestic,1,277.0
AKP,Domestic,2,280.0
AKP,Domestic,3,381.0
AKP,Domestic,4,286.0
AKP,Domestic,5,295.0
AKP,Domestic,6,361.0
AKP,Domestic,7,366.0
AKP,Domestic,8,379.0
AKP,Domestic,9,238.0
AKP,Domestic,10,310.0
AKP,Domestic,11,239.0
AKP,Domestic,12,335.0
AL3,Domestic,8,16.0
AL7,Domestic,11,3.0
AL9,Domestic,1,6.0
ALB,Domestic,1,96566.0
ALB,Domestic,2,96440.0
ALB,Domestic,3,124574.0
ALB,Domestic,4,127260.0
ALB,Domestic,5,130548.0
ALB,Domestic,6,128034.0
ALB,Domestic,7,135833.0
ALB,Domestic,8,135210.0
ALB,Domestic,9,110265.0
ALB,Domestic,10,126172.0
ALB,Domestic,11,115834.0
ALB,Domestic,12,114666.0
ALG,International,2,0.0
ALN,Domestic,8,0.0
ALO,Domestic,1,1619.0
ALO,Domestic,2,1527.0
ALO,Domestic,3,1700.0
ALO,Domestic,4,1706.0
ALO,Domestic,5,1883.0
ALO,Domestic,6,1802.0
ALO,Domestic,7,2029.0
ALO,Domestic,8,2177.0
ALO,Domestic,9,2434.0
ALO,Domestic,10,2425.0
ALO,Domestic,11,2289.0
ALO,Domestic,12,2011.0
ALS,Domestic,1,586.0
ALS,Domestic,2,454.0
ALS,Domestic,3,583.0
ALS,Domestic,4,522.0
ALS,Domestic,5,537.0
ALS,Domestic,6,693.0
ALS,Domestic,7,743.0
ALS,Domestic,8,686.0
ALS,Domestic,9,605.0
ALS,Domestic,10,588.0
ALS,Domestic,11,479.0
ALS,Domestic,12,496.0
ALW,Domestic,1,4234.0
ALW,Domestic,2,3858.0
ALW,Domestic,3,4619.0
ALW,Domestic,4,4517.0
ALW,Domestic,5,4554.0
ALW,Domestic,6,4239.0
ALW,Domestic,7,4146.0
ALW,Domestic,8,4097.0
ALW,Domestic,9,3148.0
ALW,Domestic,10,3526.0
ALW,Domestic,11,3550.0
ALW,Domestic,12,3823.0
ALZ,Domestic,1,2.0
ALZ,Domestic,2,1.0
ALZ,Domestic,3,5.0
ALZ,Domestic,4,2.0
ALZ,Domestic,5,37.0
ALZ,Domestic,6,31.0
ALZ,Domestic,7,31.0
ALZ,Domestic,8,16.0
ALZ,Domestic,9,7.0
ALZ,Domestic,10,1.0
ALZ,Domestic,11,4.0
ALZ,Domestic,12,4.0
AMA,Domestic,1,25299.0
AMA,Domestic,2,24645.0
AMA,Domestic,3,28358.0
AMA,Domestic,4,28649.0
AMA,Domestic,5,32688.0
AMA,Domestic,6,35167.0
AMA,Domestic,7,35897.0
AMA,Domestic,8,33520.0
AMA,Domestic,9,30187.0
AMA,Domestic,10,32411.0
AMA,Domestic,11,32184.0
AMA,Domestic,12,30459.0
AMD,International,1,2844.0
AMD,International,2,2194.0
AMD,International,3,2130.0
AMD,International,4,2106.0
AMD,International,5,2596.0
AMD,International,6,3139.0
AMD,International,7,2596.0
AMD,International,8,3222.0
AMD,International,9,2288.0
AMD,International,10,2682.0
AMD,International,11,1414.0
AMM,International,1,8268.0
AMM,International,2,5770.0
AMM,International,3,8661.0
AMM,International,4,10101.0
AMM,International,5,10778.0
AMM,International,6,14723.0
AMM,International,7,15928.0
AMM,International,8,15478.0
AMM,International,9,10551.0
AMM,International,10,9821.0
AMM,International,11,6841.0
AMM,International,12,10118.0
AMS,International,1,170873.0
AMS,International,2,148526.0
AMS,International,3,209934.0
AMS,International,4,251551.0
AMS,International,5,292050.0
AMS,International,6,296104.0
AMS,International,7,271929.0
AMS,International,8,302753.0
AMS,International,9,275406.0
AMS,International,10,252788.0
AMS,International,11,206456.0
AMS,International,12,215613.0
AMW,Domestic,6,5.0
ANB,Domestic,1,0.0
ANB,Domestic,2,0.0
ANB,Domestic,4,34.0
ANB,Domestic,5,0.0
ANB,Domestic,6,0.0
ANB,Domestic,8,0.0
ANB,Domestic,9,0.0
ANB,Domestic,10,35.0
ANB,Domestic,11,0.0
ANB,Domestic,12,137.0
ANC,Domestic,1,158212.0
ANC,Domestic,2,142308.0
ANC,Domestic,3,181066.0
ANC,Domestic,4,166492.0
ANC,Domestic,5,228069.0
ANC,Domestic,6,319410.0
ANC,Domestic,7,353047.0
ANC,Domestic,8,323909.0
ANC,Domestic,9,208843.0
ANC,Domestic,10,173846.0
ANC,Domestic,11,171987.0
ANC,Domestic,12,176407.0
AND,Domestic,1,0.0
AND,Domestic,2,79.0
AND,Domestic,10,30.0
ANF,International,5,302.0
ANF,International,6,0.0
ANF,International,7,0.0
ANF,International,8,0.0
ANF,International,9,0.0
ANF,International,10,0.0
ANF,International,11,0.0
ANF,International,12,0.0
ANI,Domestic,1,1150.0
ANI,Domestic,2,808.0
ANI,Domestic,3,921.0
ANI,Domestic,4,1108.0
ANI,Domestic,5,1213.0
ANI,Domestic,6,1220.0
ANI,Domestic,7,1117.0
ANI,Domestic,8,1318.0
ANI,Domestic,9,1168.0
ANI,Domestic,10,1305.0
ANI,Domestic,11,1024.0
ANI,Domestic,12,1206.0
ANP,Domestic,5,6.0
ANR,International,1,2.0
ANR,International,7,1.0
ANR,International,10,6.0
ANR,International,12,6.0
ANU,International,1,12342.0
ANU,International,2,11826.0
ANU,International,3,13821.0
ANU,International,4,11909.0
ANU,International,5,11369.0
ANU,International,6,11455.0
ANU,International,7,13363.0
ANU,International,8,10803.0
ANU,International,9,7352.0
ANU,International,10,8023.0
ANU,International,11,8704.0
ANU,International,12,14486.0
ANV,Domestic,1,99.0
ANV,Domestic,2,66.0
ANV,Domestic,3,103.0
ANV,Domestic,4,84.0
ANV,Domestic,5,131.0
ANV,Domestic,6,152.0
ANV,Domestic,7,163.0
ANV,Domestic,8,212.0
ANV,Domestic,9,145.0
ANV,Domestic,10,133.0
ANV,Domestic,11,80.0
ANV,Domestic,12,83.0
AOH,Domestic,10,0.0
AOO,Domestic,1,191.0
AOO,Domestic,2,162.0
AOO,Domestic,3,217.0
AOO,Domestic,4,243.0
AOO,Domestic,5,271.0
AOO,Domestic,6,294.0
AOO,Domestic,7,396.0
AOO,Domestic,8,490.0
AOO,Domestic,9,378.0
AOO,Domestic,10,391.0
AOO,Domestic,11,384.0
AOO,Domestic,12,353.0
APA,Domestic,1,10.0
APA,Domestic,2,15.0
APA,Domestic,3,20.0
APA,Domestic,4,7.0
APA,Domestic,5,8.0
APA,Domestic,7,23.0
APA,Domestic,8,2.0
APA,Domestic,9,37.0
APA,Domestic,10,7.0
APA,Domestic,11,18.0
APA,Domestic,12,8.0
APC,Domestic,1,7.0
APC,Domestic,2,20.0
APC,Domestic,3,15.0
APC,Domestic,5,56.0
APC,Domestic,6,13.0
APC,Domestic,7,36.0
APC,Domestic,8,38.0
APC,Domestic,9,25.0
APC,Domestic,10,9.0
APC,Domestic,11,12.0
APC,Domestic,12,0.0
APF,Domestic,1,24.0
APF,Domestic,2,40.0
APF,Domestic,3,81.0
APF,Domestic,4,55.0
APF,Domestic,5,29.0
APF,Domestic,6,44.0
APF,Domestic,8,5.0
APF,Domestic,10,4.0
APF,Domestic,11,21.0
APF,Domestic,12,16.0
APN,Domestic,1,534.0
APN,Domestic,2,625.0
APN,Domestic,3,817.0
APN,Domestic,4,835.0
APN,Domestic,5,941.0
APN,Domestic,6,955.0
APN,Domestic,7,1219.0
APN,Domestic,8,1150.0
APN,Domestic,9,901.0
APN,Domestic,10,946.0
APN,Domestic,11,904.0
APN,Domestic,12,1032.0
APW,International,1,288.0
APW,International,2,350.0
APW,International,3,460.0
APW,International,4,452.0
APW,International,5,548.0
APW,International,6,496.0
APW,International,7,334.0
APW,International,8,298.0
APW,International,9,428.0
APW,International,10,446.0
APW,International,11,478.0
APW,International,12,314.0
AQY,Domestic,5,142.0
AQY,Domestic,6,109.0
AQY,Domestic,10,0.0
AR1,Domestic,8,8.0
ARA,Domestic,4,0.0
ARA,Domestic,7,0.0
ARA,Domestic,9,0.0
ARA,Domestic,12,0.0
ARB,Domestic,10,7.0
ARC,Domestic,1,135.0
ARC,Domestic,2,111.0
ARC,Domestic,3,161.0
ARC,Domestic,4,163.0
ARC,Domestic,5,190.0
ARC,Domestic,6,357.0
ARC,Domestic,7,151.0
ARC,Domestic,8,324.0
ARC,Domestic,9,161.0
ARC,Domestic,10,133.0
ARC,Domestic,11,132.0
ARC,Domestic,12,149.0
ARN,International,1,28464.0
ARN,International,2,22991.0
ARN,International,3,33132.0
ARN,International,4,31214.0
ARN,International,5,41235.0
ARN,International,6,43685.0
ARN,International,7,43598.0
ARN,International,8,41325.0
ARN,International,9,33805.0
ARN,International,10,30703.0
ARN,International,11,24540.0
ARN,International,12,25178.0
ART,Domestic,1,1434.0
ART,Domestic,2,1585.0
ART,Domestic,3,1713.0
ART,Domestic,4,1495.0
ART,Domestic,5,1870.0
ART,Domestic,6,2236.0
ART,Domestic,7,2410.0
ART,Domestic,8,2622.0
ART,Domestic,9,2123.0
ART,Domestic,10,2001.0
ART,Domestic,11,1759.0
ART,Domestic,12,1993.0
ARV,Domestic,7,5.0
ARV,Domestic,8,0.0
ASD,International,1,0.0
ASD,International,4,18.0
ASD,International,10,17.0
ASD,International,11,8.0
ASD,International,12,25.0
ASE,Domestic,1,31924.0
ASE,Domestic,2,34603.0
ASE,Domestic,3,41591.0
ASE,Domestic,4,11441.0
ASE,Domestic,5,10397.0
ASE,Domestic,6,23776.0
ASE,Domestic,7,22290.0
ASE,Domestic,8,25751.0
ASE,Domestic,9,16940.0
ASE,Domestic,10,12063.0
ASE,Domestic,11,12042.0
ASE,Domestic,12,37256.0
ASH,Domestic,8,2.0
ASL,Domestic,1,1.0
ASN,Domestic,3,1.0
ASN,Domestic,8,0.0
ASN,Domestic,10,0.0
ASN,Domestic,11,0.0
AST,Domestic,7,0.0
ASU,International,1,0.0
ASU,International,2,0.0
ASU,International,3,0.0
ASU,International,4,0.0
ASU,International,5,0.0
ASU,International,6,0.0
ASU,International,7,0.0
ASU,International,8,0.0
ASU,International,9,0.0
ASU,International,10,0.0
ASU,International,11,0.0
ASU,International,12,0.0
ATH,International,1,7304.0
ATH,International,2,6038.0
ATH,International,3,8609.0
ATH,International,4,11340.0
ATH,International,5,29986.0
ATH,International,6,40093.0
ATH,International,7,41489.0
ATH,International,8,38250.0
ATH,International,9,30099.0
ATH,International,10,18464.0
ATH,International,11,7097.0
ATH,International,12,9540.0
ATK,Domestic,1,277.0
ATK,Domestic,2,175.0
ATK,Domestic,3,251.0
ATK,Domestic,4,253.0
ATK,Domestic,5,299.0
ATK,Domestic,6,305.0
ATK,Domestic,7,328.0
ATK,Domestic,8,300.0
ATK,Domestic,9,251.0
ATK,Domestic,10,313.0
ATK,Domestic,11,263.0
ATK,Domestic,12,300.0
ATL,Domestic,1,3824879.0
ATL,Domestic,2,3687018.0
ATL,Domestic,3,4590900.0
ATL,Domestic,4,4439149.0
ATL,Domestic,5,4639901.0
ATL,Domestic,6,4687560.0
ATL,Domestic,7,4904579.0
ATL,Domestic,8,4771442.0
ATL,Domestic,9,4099331.0
ATL,Domestic,10,4560028.0
ATL,Domestic,11,4384710.0
ATL,Domestic,12,4222367.0
ATO,Domestic,4,5.0
ATO,Domestic,6,0.0
ATO,Domestic,7,0.0
ATQ,International,7,225.0
ATS,Domestic,2,0.0
ATT,Domestic,1,245.0
ATT,Domestic,2,175.0
ATT,Domestic,3,260.0
ATT,Domestic,4,314.0
ATT,Domestic,5,281.0
ATT,Domestic,6,295.0
ATT,Domestic,7,308.0
ATT,Domestic,8,344.0
ATT,Domestic,9,348.0
ATT,Domestic,10,560.0
ATT,Domestic,11,217.0
ATT,Domestic,12,295.0
ATW,Domestic,1,22488.0
ATW,Domestic,2,22674.0
ATW,Domestic,3,28582.0
ATW,Domestic,4,29256.0
ATW,Domestic,5,28589.0
ATW,Domestic,6,30908.0
ATW,Domestic,7,31158.0
ATW,Domestic,8,32378.0
ATW,Domestic,9,27861.0
ATW,Domestic,10,30363.0
