Airport,Destination_Region,Month,Passengers
RMP,Domestic,10,62.0
RMP,Domestic,11,50.0
RMP,Domestic,12,41.0
RMS,International,3,0.0
RMS,International,7,0.0
RMS,International,8,377.0
RMS,International,10,0.0
RMS,International,11,0.0
RMS,International,12,0.0
RNH,Domestic,2,4.0
RNO,Domestic,1,150784.0
RNO,Domestic,2,144885.0
RNO,Domestic,3,171520.0
RNO,Domestic,4,160520.0
RNO,Domestic,5,170775.0
RNO,Domestic,6,191328.0
RNO,Domestic,7,205935.0
RNO,Domestic,8,200038.0
RNO,Domestic,9,168241.0
RNO,Domestic,10,169591.0
RNO,Domestic,11,154336.0
RNO,Domestic,12,169732.0
RNT,Domestic,5,87.0
RNT,Domestic,6,208.0
RNT,Domestic,7,460.0
RNT,Domestic,8,528.0
RNT,Domestic,9,275.0
RNT,Domestic,10,25.0
ROA,Domestic,1,22960.0
ROA,Domestic,2,21335.0
ROA,Domestic,3,26088.0
ROA,Domestic,4,27597.0
ROA,Domestic,5,28568.0
ROA,Domestic,6,29923.0
ROA,Domestic,7,29402.0
ROA,Domestic,8,29698.0
ROA,Domestic,9,26261.0
ROA,Domestic,10,32237.0
ROA,Domestic,11,30431.0
ROA,Domestic,12,24618.0
ROC,Domestic,1,87579.0
ROC,Domestic,2,87698.0
ROC,Domestic,3,106727.0
ROC,Domestic,4,111205.0
ROC,Domestic,5,119371.0
ROC,Domestic,6,114944.0
ROC,Domestic,7,120090.0
ROC,Domestic,8,118909.0
ROC,Domestic,9,98233.0
ROC,Domestic,10,113146.0
ROC,Domestic,11,106019.0
ROC,Domestic,12,96956.0
ROG,Domestic,4,2.0
ROG,Domestic,5,1.0
ROG,Domestic,6,1.0
ROG,Domestic,7,9.0
ROG,Domestic,8,3.0
ROG,Domestic,11,3.0
ROG,Domestic,12,2.0
ROP,Domestic,1,1583.0
ROP,Domestic,2,1494.0
ROP,Domestic,3,1723.0
ROP,Domestic,4,1644.0
ROP,Domestic,5,1821.0
ROP,Domestic,6,853.0
ROP,Domestic,7,856.0
ROP,Domestic,8,1067.0
ROP,Domestic,9,910.0
ROP,Domestic,10,853.0
ROP,Domestic,11,547.0
ROP,Domestic,12,795.0
ROR,International,1,1573.0
ROR,International,2,1888.0
ROR,International,3,1913.0
ROR,International,4,1753.0
ROR,International,5,2124.0
ROR,International,6,2280.0
ROR,International,7,2239.0
ROR,International,8,1834.0
ROR,International,9,1529.0
ROR,International,10,1709.0
ROR,International,11,2154.0
ROR,International,12,2619.0
ROW,Domestic,1,3645.0
ROW,Domestic,2,3664.0
ROW,Domestic,3,4114.0
ROW,Domestic,4,4206.0
ROW,Domestic,5,4653.0
ROW,Domestic,6,5101.0
ROW,Domestic,7,5671.0
ROW,Domestic,8,5347.0
ROW,Domestic,9,4709.0
ROW,Domestic,10,5113.0
ROW,Domestic,11,4962.0
ROW,Domestic,12,4836.0
RQZ,Domestic,2,0.0
RQZ,Domestic,7,32.0
RRT,Domestic,7,0.0
RSD,International,11,1.0
RSH,Domestic,1,346.0
RSH,Domestic,2,335.0
RSH,Domestic,3,228.0
RSH,Domestic,4,258.0
RSH,Domestic,5,354.0
RSH,Domestic,6,271.0
RSH,Domestic,7,267.0
RSH,Domestic,8,191.0
RSH,Domestic,9,286.0
RSH,Domestic,10,282.0
RSH,Domestic,11,315.0
RSH,Domestic,12,189.0
RSJ,Domestic,5,8.0
RSJ,Domestic,7,18.0
RSJ,Domestic,8,4.0
RSJ,Domestic,9,4.0
RSN,Domestic,1,5.0
RSN,Domestic,2,2.0
RSP,Domestic,9,2.0
RST,Domestic,1,12555.0
RST,Domestic,2,12947.0
RST,Domestic,3,14428.0
RST,Domestic,4,13074.0
RST,Domestic,5,16099.0
RST,Domestic,6,15886.0
RST,Domestic,7,16615.0
RST,Domestic,8,17058.0
RST,Domestic,9,16627.0
RST,Domestic,10,16984.0
RST,Domestic,11,15643.0
RST,Domestic,12,14777.0
RSW,Domestic,1,469002.0
RSW,Domestic,2,535742.0
RSW,Domestic,3,689378.0
RSW,Domestic,4,416509.0
RSW,Domestic,5,313242.0
RSW,Domestic,6,265912.0
RSW,Domestic,7,278162.0
RSW,Domestic,8,245728.0
RSW,Domestic,9,204203.0
RSW,Domestic,10,298757.0
RSW,Domestic,11,398799.0
RSW,Domestic,12,499635.0
RTB,International,1,4439.0
RTB,International,2,4981.0
RTB,International,3,7043.0
RTB,International,4,4757.0
RTB,International,5,4465.0
RTB,International,6,6563.0
RTB,International,7,5832.0
RTB,International,8,3983.0
RTB,International,9,2380.0
RTB,International,10,1829.0
RTB,International,11,2030.0
RTB,International,12,4281.0
RTM,International,1,219.0
RTM,International,6,4.0
RTM,International,10,4.0
RUH,International,1,5017.0
RUH,International,2,3489.0
RUH,International,3,5142.0
RUH,International,4,4224.0
RUH,International,5,7949.0
RUH,International,6,6574.0
RUH,International,7,7251.0
RUH,International,8,6995.0
RUH,International,9,4274.0
RUH,International,10,3991.0
RUH,International,11,4600.0
RUH,International,12,7443.0
RUT,Domestic,1,420.0
RUT,Domestic,2,396.0
RUT,Domestic,3,412.0
RUT,Domestic,4,430.0
RUT,Domestic,5,467.0
RUT,Domestic,6,541.0
RUT,Domestic,7,572.0
RUT,Domestic,8,534.0
RUT,Domestic,9,421.0
RUT,Domestic,10,426.0
RUT,Domestic,11,325.0
RUT,Domestic,12,449.0
RWI,Domestic,1,0.0
RWI,Domestic,3,2.0
RWI,Domestic,4,0.0
RWI,Domestic,6,0.0
RWI,Domestic,7,0.0
RWI,Domestic,8,0.0
RWI,Domestic,9,0.0
RWI,Domestic,11,0.0
RWI,Domestic,12,0.0
RYE,Domestic,3,7.0
RYE,Domestic,9,4.0
RZE,International,4,196.0
RZE,International,5,748.0
RZE,International,6,704.0
RZE,International,7,1345.0
RZE,International,8,845.0
RZE,International,9,651.0
RZE,International,10,262.0
RZE,International,11,396.0
RZE,International,12,279.0
SAA,Domestic,5,16.0
SAA,Domestic,8,0.0
SAC,Domestic,2,2.0
SAC,Domestic,4,6.0
SAC,Domestic,5,4.0
SAC,Domestic,7,2.0
SAC,Domestic,8,12.0
SAF,Domestic,1,7236.0
SAF,Domestic,2,8016.0
SAF,Domestic,3,9054.0
SAF,Domestic,4,9437.0
SAF,Domestic,5,10744.0
SAF,Domestic,6,10503.0
SAF,Domestic,7,10657.0
SAF,Domestic,8,10477.0
SAF,Domestic,9,9759.0
SAF,Domestic,10,11564.0
SAF,Domestic,11,9356.0
SAF,Domestic,12,8321.0
SAL,International,1,78918.0
SAL,International,2,65310.0
SAL,International,3,73321.0
SAL,International,4,62513.0
SAL,International,5,67393.0
SAL,International,6,84443.0
SAL,International,7,90638.0
SAL,International,8,86888.0
SAL,International,9,70567.0
SAL,International,10,83107.0
SAL,International,11,91934.0
SAL,International,12,107129.0
SAN,Domestic,1,877215.0
SAN,Domestic,2,849976.0
SAN,Domestic,3,1028143.0
SAN,Domestic,4,1012902.0
SAN,Domestic,5,1069208.0
SAN,Domestic,6,1140200.0
SAN,Domestic,7,1210160.0
SAN,Domestic,8,1151752.0
SAN,Domestic,9,985168.0
SAN,Domestic,10,1061335.0
SAN,Domestic,11,1044124.0
SAN,Domestic,12,1000909.0
SAP,International,1,27533.0
SAP,International,2,21572.0
SAP,International,3,26673.0
SAP,International,4,22263.0
SAP,International,5,26340.0
SAP,International,6,33703.0
SAP,International,7,35927.0
SAP,International,8,27980.0
SAP,International,9,21073.0
SAP,International,10,23403.0
SAP,International,11,25247.0
SAP,International,12,34570.0
SAQ,International,1,0.0
SAQ,International,2,29.0
SAQ,International,4,18.0
SAQ,International,10,10.0
SAQ,International,11,15.0
SAQ,International,12,18.0
SAT,Domestic,1,353906.0
SAT,Domestic,2,332179.0
SAT,Domestic,3,429821.0
SAT,Domestic,4,397435.0
SAT,Domestic,5,410456.0
SAT,Domestic,6,431852.0
SAT,Domestic,7,463789.0
SAT,Domestic,8,443479.0
SAT,Domestic,9,389859.0
SAT,Domestic,10,448305.0
SAT,Domestic,11,438453.0
SAT,Domestic,12,424614.0
SAV,Domestic,1,68580.0
SAV,Domestic,2,80009.0
SAV,Domestic,3,118947.0
SAV,Domestic,4,127796.0
SAV,Domestic,5,129606.0
SAV,Domestic,6,136839.0
SAV,Domestic,7,138190.0
SAV,Domestic,8,127000.0
SAV,Domestic,9,103126.0
SAV,Domestic,10,125546.0
SAV,Domestic,11,114090.0
SAV,Domestic,12,97869.0
SBA,Domestic,1,26729.0
SBA,Domestic,2,23639.0
SBA,Domestic,3,28683.0
SBA,Domestic,4,31254.0
SBA,Domestic,5,33429.0
SBA,Domestic,6,34946.0
SBA,Domestic,7,36311.0
SBA,Domestic,8,37895.0
SBA,Domestic,9,34512.0
SBA,Domestic,10,38069.0
SBA,Domestic,11,37165.0
SBA,Domestic,12,34264.0
SBD,Domestic,1,0.0
SBD,Domestic,2,0.0
SBD,Domestic,3,0.0
SBD,Domestic,4,51.0
SBD,Domestic,5,0.0
SBD,Domestic,6,0.0
SBD,Domestic,7,0.0
SBD,Domestic,8,0.0
SBD,Domestic,9,0.0
SBD,Domestic,10,14.0
SBD,Domestic,11,0.0
SBD,Domestic,12,0.0
SBH,International,1,720.0
SBH,International,2,999.0
SBH,International,3,1422.0
SBH,International,4,882.0
SBH,International,5,721.0
SBH,International,6,575.0
SBH,International,7,618.0
SBH,International,8,484.0
SBH,International,9,109.0
SBH,International,10,310.0
SBH,International,11,1153.0
SBH,International,12,1436.0
SBM,Domestic,6,8.0
SBM,Domestic,7,8.0
SBM,Domestic,8,0.0
SBN,Domestic,1,23495.0
SBN,Domestic,2,22285.0
SBN,Domestic,3,30691.0
SBN,Domestic,4,29112.0
SBN,Domestic,5,27382.0
SBN,Domestic,6,32004.0
SBN,Domestic,7,33605.0
SBN,Domestic,8,34615.0
SBN,Domestic,9,31178.0
SBN,Domestic,10,36053.0
SBN,Domestic,11,34843.0
SBN,Domestic,12,30447.0
SBP,Domestic,1,15719.0
SBP,Domestic,2,14725.0
SBP,Domestic,3,15978.0
SBP,Domestic,4,19390.0
SBP,Domestic,5,20848.0
SBP,Domestic,6,21386.0
SBP,Domestic,7,21958.0
SBP,Domestic,8,21396.0
SBP,Domestic,9,19849.0
SBP,Domestic,10,22601.0
SBP,Domestic,11,19991.0
SBP,Domestic,12,18421.0
SBY,Domestic,1,3878.0
SBY,Domestic,2,3788.0
SBY,Domestic,3,4646.0
SBY,Domestic,4,4690.0
SBY,Domestic,5,5552.0
SBY,Domestic,6,6095.0
SBY,Domestic,7,6364.0
SBY,Domestic,8,6585.0
SBY,Domestic,9,5431.0
SBY,Domestic,10,5790.0
SBY,Domestic,11,5855.0
SBY,Domestic,12,5383.0
SCC,Domestic,1,5950.0
SCC,Domestic,2,5476.0
SCC,Domestic,3,6496.0
SCC,Domestic,4,5775.0
SCC,Domestic,5,6224.0
SCC,Domestic,6,7065.0
SCC,Domestic,7,7376.0
SCC,Domestic,8,7860.0
SCC,Domestic,9,7079.0
SCC,Domestic,10,7271.0
SCC,Domestic,11,6199.0
SCC,Domestic,12,7009.0
SCE,Domestic,1,10690.0
SCE,Domestic,2,9592.0
SCE,Domestic,3,11495.0
SCE,Domestic,4,11678.0
SCE,Domestic,5,11729.0
SCE,Domestic,6,13086.0
SCE,Domestic,7,12076.0
SCE,Domestic,8,14190.0
SCE,Domestic,9,12748.0
SCE,Domestic,10,16108.0
SCE,Domestic,11,14867.0
SCE,Domestic,12,12410.0
SCF,Domestic,1,34.0
SCF,Domestic,2,46.0
SCF,Domestic,3,16.0
SCF,Domestic,4,21.0
SCF,Domestic,5,12.0
SCF,Domestic,6,7.0
SCF,Domestic,7,19.0
SCF,Domestic,8,16.0
SCF,Domestic,9,38.0
SCF,Domestic,10,47.0
SCF,Domestic,11,21.0
SCF,Domestic,12,14.0
SCH,Domestic,5,2.0
SCH,Domestic,8,19.0
SCK,Domestic,1,5588.0
SCK,Domestic,2,5849.0
SCK,Domestic,3,8558.0
SCK,Domestic,4,8697.0
SCK,Domestic,5,8686.0
SCK,Domestic,6,9368.0
SCK,Domestic,7,10062.0
SCK,Domestic,8,9552.0
SCK,Domestic,9,8365.0
SCK,Domestic,10,8303.0
SCK,Domestic,11,8221.0
SCK,Domestic,12,6481.0
SCL,International,1,51589.0
SCL,International,2,51137.0
SCL,International,3,49546.0
SCL,International,4,42959.0
SCL,International,5,48069.0
SCL,International,6,44721.0
SCL,International,7,50561.0
SCL,International,8,48573.0
SCL,International,9,42317.0
SCL,International,10,43177.0
SCL,International,11,44933.0
SCL,International,12,49876.0
SCM,Domestic,1,394.0
SCM,Domestic,2,383.0
SCM,Domestic,3,453.0
SCM,Domestic,4,519.0
SCM,Domestic,5,599.0
SCM,Domestic,6,625.0
SCM,Domestic,7,615.0
SCM,Domestic,8,622.0
SCM,Domestic,9,552.0
SCM,Domestic,10,615.0
SCM,Domestic,11,448.0
SCM,Domestic,12,421.0
SCU,International,1,1261.0
SCU,International,2,1291.0
SCU,International,3,1658.0
SCU,International,4,1620.0
SCU,International,5,1594.0
SCU,International,6,1959.0
SCU,International,7,2543.0
SCU,International,8,234.0
SCU,International,9,116.0
SCU,International,10,460.0
SCU,International,11,1596.0
SCU,International,12,334.0
SDF,Domestic,1,118843.0
SDF,Domestic,2,120507.0
SDF,Domestic,3,149817.0
SDF,Domestic,4,159162.0
SDF,Domestic,5,166217.0
SDF,Domestic,6,179075.0
SDF,Domestic,7,177876.0
SDF,Domestic,8,160444.0
SDF,Domestic,9,158606.0
SDF,Domestic,10,189964.0
SDF,Domestic,11,167365.0
SDF,Domestic,12,148641.0
SDJ,International,1,283.0
SDJ,International,2,460.0
SDJ,International,3,853.0
SDJ,International,4,95.0
SDJ,International,5,126.0
SDJ,International,8,9.0
SDL,International,3,0.0
SDM,Domestic,1,1.0
SDM,Domestic,2,0.0
SDM,Domestic,3,0.0
SDM,Domestic,7,0.0
SDM,Domestic,8,0.0
SDM,Domestic,9,0.0
SDP,Domestic,1,527.0
SDP,Domestic,2,407.0
SDP,Domestic,3,325.0
SDP,Domestic,4,304.0
SDP,Domestic,5,525.0
SDP,Domestic,6,760.0
SDP,Domestic,7,460.0
SDP,Domestic,8,360.0
SDP,Domestic,9,346.0
SDP,Domestic,10,570.0
SDP,Domestic,11,474.0
SDP,Domestic,12,575.0
SDQ,International,1,89090.0
SDQ,International,2,74762.0
SDQ,International,3,93452.0
SDQ,International,4,82919.0
SDQ,International,5,91102.0
SDQ,International,6,104577.0
SDQ,International,7,124981.0
SDQ,International,8,109182.0
SDQ,International,9,83010.0
SDQ,International,10,85943.0
SDQ,International,11,99299.0
SDQ,International,12,133380.0
SDX,Domestic,5,4.0
SDX,Domestic,8,1.0
SDY,Domestic,1,643.0
SDY,Domestic,2,688.0
SDY,Domestic,3,682.0
SDY,Domestic,4,719.0
SDY,Domestic,5,771.0
SDY,Domestic,6,792.0
SDY,Domestic,7,842.0
SDY,Domestic,8,798.0
SDY,Domestic,9,745.0
SDY,Domestic,10,826.0
SDY,Domestic,11,770.0
SDY,Domestic,12,847.0
SEA,Domestic,1,1629429.0
SEA,Domestic,2,1540176.0
SEA,Domestic,3,1915397.0
SEA,Domestic,4,1960140.0
SEA,Domestic,5,2138247.0
SEA,Domestic,6,2336637.0
SEA,Domestic,7,2543168.0
SEA,Domestic,8,2517586.0
SEA,Domestic,9,2053833.0
SEA,Domestic,10,1964009.0
SEA,Domestic,11,1856474.0
SEA,Domestic,12,1899946.0
SEE,Domestic,5,1.0
SEF,Domestic,6,0.0
SEG,Domestic,9,2.0
SEG,Domestic,10,2.0
SEM,Domestic,6,50.0
SEN,International,6,3.0
SEN,International,8,8.0
SER,Domestic,7,0.0
SFB,Domestic,1,107365.0
SFB,Domestic,2,116868.0
SFB,Domestic,3,164568.0
SFB,Domestic,4,130828.0
SFB,Domestic,5,132172.0
SFB,Domestic,6,154620.0
SFB,Domestic,7,163040.0
SFB,Domestic,8,119571.0
SFB,Domestic,9,81824.0
SFB,Domestic,10,125795.0
SFB,Domestic,11,121331.0
SFB,Domestic,12,116951.0
SFG,International,11,7.0
SFJ,International,6,0.0
SFM,Domestic,8,4.0
SFO,Domestic,1,2161107.0
SFO,Domestic,2,1927784.0
SFO,Domestic,3,2310560.0
SFO,Domestic,4,2393574.0
SFO,Domestic,5,2509081.0
SFO,Domestic,6,2651570.0
SFO,Domestic,7,2932408.0
SFO,Domestic,8,2825340.0
SFO,Domestic,9,2349385.0
SFO,Domestic,10,2444480.0
SFO,Domestic,11,2251470.0
SFO,Domestic,12,2220075.0
SGD,International,1,2.0
SGF,Domestic,1,33077.0
SGF,Domestic,2,30764.0
SGF,Domestic,3,41765.0
SGF,Domestic,4,40496.0
SGF,Domestic,5,45686.0
SGF,Domestic,6,52784.0
SGF,Domestic,7,54680.0
SGF,Domestic,8,47106.0
SGF,Domestic,9,43700.0
SGF,Domestic,10,47446.0
SGF,Domestic,11,44577.0
SGF,Domestic,12,40801.0
SGH,Domestic,8,0.0
SGH,Domestic,10,6.0
SGJ,International,3,1.0
SGR,Domestic,1,6.0
SGR,Domestic,2,18.0
SGR,Domestic,3,17.0
SGR,Domestic,4,22.0
SGR,Domestic,6,1.0
SGR,Domestic,7,27.0
SGR,Domestic,8,11.0
SGR,Domestic,9,7.0
SGR,Domestic,11,10.0
SGU,Domestic,1,8108.0
SGU,Domestic,2,8433.0
SGU,Domestic,3,11046.0
SGU,Domestic,4,10607.0
SGU,Domestic,5,11034.0
SGU,Domestic,6,9674.0
SGU,Domestic,7,8535.0
SGU,Domestic,8,8697.0
SGU,Domestic,9,10006.0
SGU,Domestic,10,11784.0
SGU,Domestic,11,12434.0
SGU,Domestic,12,11259.0
SGY,Domestic,1,330.0
SGY,Domestic,2,216.0
SGY,Domestic,3,436.0
SGY,Domestic,4,726.0
SGY,Domestic,5,909.0
SGY,Domestic,6,1054.0
SGY,Domestic,7,1228.0
SGY,Domestic,8,1105.0
SGY,Domestic,9,767.0
SGY,Domestic,10,328.0
SGY,Domestic,11,212.0
SGY,Domestic,12,115.0
SHD,Domestic,1,337.0
SHD,Domestic,2,175.0
SHD,Domestic,3,156.0
SHD,Domestic,4,801.0
SHD,Domestic,5,1268.0
SHD,Domestic,6,1553.0
SHD,Domestic,7,1696.0
SHD,Domestic,8,1443.0
SHD,Domestic,9,1325.0
SHD,Domestic,10,1653.0
SHD,Domestic,11,1711.0
SHD,Domestic,12,1278.0
SHE,International,12,1619.0
SHG,Domestic,1,332.0
SHG,Domestic,2,302.0
SHG,Domestic,3,279.0
SHG,Domestic,4,341.0
SHG,Domestic,5,302.0
SHG,Domestic,6,255.0
SHG,Domestic,7,280.0
SHG,Domestic,8,403.0
SHG,Domestic,9,453.0
SHG,Domestic,10,433.0
SHG,Domestic,11,386.0
SHG,Domestic,12,271.0
SHH,Domestic,1,301.0
SHH,Domestic,2,188.0
SHH,Domestic,3,367.0
SHH,Domestic,4,367.0
SHH,Domestic,5,268.0
SHH,Domestic,6,241.0
SHH,Domestic,7,278.0
SHH,Domestic,8,294.0
SHH,Domestic,9,355.0
SHH,Domestic,10,441.0
SHH,Domestic,11,339.0
SHH,Domestic,12,223.0
SHJ,International,2,0.0
SHN,Domestic,7,7.0
SHR,Domestic,1,849.0
SHR,Domestic,2,898.0
SHR,Domestic,3,972.0
SHR,Domestic,4,842.0
SHR,Domestic,5,998.0
SHR,Domestic,6,1110.0
SHR,Domestic,7,316.0
SHR,Domestic,8,1683.0
SHR,Domestic,9,729.0
SHR,Domestic,10,852.0
SHR,Domestic,11,797.0
SHR,Domestic,12,930.0
SHV,Domestic,1,19152.0
SHV,Domestic,2,19838.0
SHV,Domestic,3,23668.0
SHV,Domestic,4,23127.0
SHV,Domestic,5,26367.0
SHV,Domestic,6,28521.0
SHV,Domestic,7,28227.0
SHV,Domestic,8,26476.0
SHV,Domestic,9,24233.0
SHV,Domestic,10,29086.0
SHV,Domestic,11,25182.0
SHV,Domestic,12,25800.0
SHX,Domestic,1,73.0
SHX,Domestic,2,61.0
SHX,Domestic,3,96.0
SHX,Domestic,4,133.0
SHX,Domestic,5,105.0
SHX,Domestic,6,83.0
SHX,Domestic,7,92.0
SHX,Domestic,8,98.0
SHX,Domestic,9,93.0
SHX,Domestic,10,96.0
SHX,Domestic,11,81.0
SHX,Domestic,12,75.0
SID,International,5,0.0
SIG,Domestic,1,662.0
SIG,Domestic,2,845.0
SIG,Domestic,3,1455.0
SIG,Domestic,4,1319.0
SIG,Domestic,5,1355.0
SIG,Domestic,6,1263.0
SIG,Domestic,7,1496.0
SIG,Domestic,8,1262.0
SIG,Domestic,9,821.0
SIG,Domestic,10,842.0
SIG,Domestic,11,1017.0
SIG,Domestic,12,1344.0
SIN,International,1,16614.0
SIN,International,2,16140.0
SIN,International,3,18398.0
SIN,International,4,17085.0
SIN,International,5,19511.0
SIN,International,6,21589.0
SIN,International,7,20837.0
SIN,International,8,19353.0
SIN,International,9,17814.0
SIN,International,10,20602.0
SIN,International,11,24535.0
SIN,International,12,31025.0
SIR,International,7,1.0
SIT,Domestic,1,8030.0
SIT,Domestic,2,7219.0
SIT,Domestic,3,8392.0
SIT,Domestic,4,8487.0
SIT,Domestic,5,12096.0
SIT,Domestic,6,16764.0
SIT,Domestic,7,17781.0
SIT,Domestic,8,16994.0
SIT,Domestic,9,8810.0
SIT,Domestic,10,8070.0
SIT,Domestic,11,8017.0
SIT,Domestic,12,6901.0
SJC,Domestic,1,517973.0
SJC,Domestic,2,482998.0
SJC,Domestic,3,559708.0
SJC,Domestic,4,607986.0
SJC,Domestic,5,635395.0
SJC,Domestic,6,643334.0
SJC,Domestic,7,690268.0
SJC,Domestic,8,678203.0
SJC,Domestic,9,600112.0
SJC,Domestic,10,639937.0
SJC,Domestic,11,618176.0
SJC,Domestic,12,587995.0
SJD,International,1,119826.0
SJD,International,2,128951.0
SJD,International,3,171189.0
SJD,International,4,135827.0
SJD,International,5,130074.0
SJD,International,6,150488.0
SJD,International,7,155725.0
SJD,International,8,118228.0
SJD,International,9,74611.0
SJD,International,10,110005.0
SJD,International,11,129083.0
SJD,International,12,147843.0
SJO,International,1,103560.0
SJO,International,2,89978.0
SJO,International,3,100500.0
SJO,International,4,77905.0
SJO,International,5,75827.0
SJO,International,6,89142.0
SJO,International,7,101189.0
SJO,International,8,78436.0
SJO,International,9,55106.0
SJO,International,10,61890.0
SJO,International,11,73058.0
SJO,International,12,107998.0
SJT,Domestic,1,4258.0
SJT,Domestic,2,3935.0
SJT,Domestic,3,4250.0
SJT,Domestic,4,4964.0
SJT,Domestic,5,4711.0
SJT,Domestic,6,4812.0
SJT,Domestic,7,4533.0
SJT,Domestic,8,4808.0
SJT,Domestic,9,4055.0
SJT,Domestic,10,4631.0
SJT,Domestic,11,4550.0
SJT,Domestic,12,4207.0
SJU,Domestic,1,328217.0
SJU,Domestic,2,266206.0
SJU,Domestic,3,342630.0
SJU,Domestic,4,335766.0
SJU,Domestic,5,339897.0
SJU,Domestic,6,420452.0
SJU,Domestic,7,454449.0
SJU,Domestic,8,367584.0
SJU,Domestic,9,248079.0
SJU,Domestic,10,279864.0
SJU,Domestic,11,316772.0
SJU,Domestic,12,393823.0
SKB,International,1,8853.0
SKB,International,2,7738.0
SKB,International,3,10190.0
SKB,International,4,7835.0
SKB,International,5,7861.0
SKB,International,6,8873.0
SKB,International,7,8566.0
SKB,International,8,7195.0
SKB,International,9,4768.0
SKB,International,10,4755.0
SKB,International,11,7301.0
SKB,International,12,10783.0
SKF,Domestic,1,0.0
SKF,Domestic,2,0.0
SKF,Domestic,3,0.0
SKF,Domestic,4,0.0
SKF,Domestic,5,0.0
SKF,Domestic,6,0.0
SKF,Domestic,7,0.0
SKF,Domestic,8,0.0
SKF,Domestic,9,0.0
SKF,Domestic,10,0.0
SKF,Domestic,11,0.0
SKF,Domestic,12,0.0
SKJ,Domestic,8,7.0
SKJ,Domestic,10,3.0
SKJ,Domestic,11,12.0
SKJ,Domestic,12,2.0
SKK,Domestic,1,271.0
SKK,Domestic,2,261.0
SKK,Domestic,3,360.0
SKK,Domestic,4,404.0
SKK,Domestic,5,367.0
SKK,Domestic,6,269.0
SKK,Domestic,7,364.0
SKK,Domestic,8,456.0
SKK,Domestic,9,381.0
SKK,Domestic,10,420.0
SKK,Domestic,11,388.0
SKK,Domestic,12,321.0
SKW,Domestic,1,6.0
SKW,Domestic,2,5.0
SKW,Domestic,3,6.0
SKW,Domestic,4,1.0
SKW,Domestic,5,5.0
SKW,Domestic,6,11.0
SKW,Domestic,7,9.0
SKW,Domestic,8,29.0
SKW,Domestic,9,12.0
SKW,Domestic,10,0.0
SKW,Domestic,11,0.0
SKW,Domestic,12,1.0
SLC,Domestic,1,913166.0
SLC,Domestic,2,899218.0
SLC,Domestic,3,1084562.0
SLC,Domestic,4,981757.0
SLC,Domestic,5,1039170.0
SLC,Domestic,6,1105180.0
SLC,Domestic,7,1156377.0
SLC,Domestic,8,1167088.0
SLC,Domestic,9,1005311.0
SLC,Domestic,10,1038243.0
SLC,Domestic,11,960796.0
SLC,Domestic,12,1004606.0
SLE,Domestic,1,0.0
SLE,Domestic,2,6.0
SLE,Domestic,3,0.0
SLE,Domestic,4,0.0
SLE,Domestic,5,0.0
SLE,Domestic,6,0.0
SLE,Domestic,7,2.0
SLE,Domestic,8,0.0
SLE,Domestic,9,0.0
SLE,Domestic,10,0.0
SLE,Domestic,11,0.0
SLE,Domestic,12,0.0
SLK,Domestic,1,189.0
SLK,Domestic,2,350.0
SLK,Domestic,3,382.0
SLK,Domestic,4,351.0
SLK,Domestic,5,416.0
SLK,Domestic,6,594.0
SLK,Domestic,7,647.0
SLK,Domestic,8,631.0
SLK,Domestic,9,480.0
SLK,Domestic,10,448.0
SLK,Domestic,11,339.0
SLK,Domestic,12,332.0
SLN,Domestic,1,517.0
SLN,Domestic,2,589.0
SLN,Domestic,3,593.0
SLN,Domestic,4,735.0
SLN,Domestic,5,1289.0
SLN,Domestic,6,1512.0
SLN,Domestic,7,1533.0
SLN,Domestic,8,1556.0
SLN,Domestic,9,3368.0
SLN,Domestic,10,1593.0
SLN,Domestic,11,1675.0
SLN,Domestic,12,1378.0
SLP,International,1,4811.0
SLP,International,2,4212.0
SLP,International,3,5485.0
SLP,International,4,4759.0
SLP,International,5,5572.0
SLP,International,6,6525.0
SLP,International,7,6931.0
SLP,International,8,5856.0
SLP,International,9,4872.0
SLP,International,10,5027.0
SLP,International,11,5482.0
SLP,International,12,7207.0
SLQ,Domestic,1,25.0
SLQ,Domestic,2,26.0
SLQ,Domestic,3,11.0
SLQ,Domestic,4,30.0
SLQ,Domestic,5,32.0
SLQ,Domestic,6,39.0
SLQ,Domestic,7,15.0
SLQ,Domestic,8,31.0
SLQ,Domestic,9,17.0
SLQ,Domestic,10,15.0
SLQ,Domestic,11,14.0
SLQ,Domestic,12,21.0
SLR,Domestic,10,4.0
SLU,International,1,0.0
SLU,International,2,10.0
SLU,International,3,0.0
SLU,International,4,0.0
SLU,International,5,0.0
SLU,International,6,0.0
SLU,International,7,0.0
SLU,International,8,0.0
SLU,International,9,0.0
SLU,International,10,0.0
SLU,International,11,0.0
SLU,International,12,0.0
SLW,International,1,0.0
SLW,International,2,0.0
SLW,International,3,0.0
SLW,International,4,0.0
SLW,International,5,0.0
SLW,International,6,50.0
SLW,International,7,0.0
SLW,International,8,0.0
SLW,International,9,0.0
SLW,International,10,0.0
SLW,International,11,0.0
SLW,International,12,0.0
SMA,International,3,1.0
SMA,International,8,2.0
SMA,International,11,0.0
SMF,Domestic,1,421767.0
SMF,Domestic,2,395194.0
SMF,Domestic,3,474918.0
SMF,Domestic,4,484295.0
SMF,Domestic,5,523100.0
SMF,Domestic,6,532843.0
