Airline,Origin_Dest,Plane_Type_Text,Passengers,Airport 1,Airport 2
AA,DFW_GRU,Boeing 777-300/300ER/333ER,165593.0,DFW,GRU
WN,CMH_TPA,Boeing 737-700/700LR/Max 7,165573.0,CMH,TPA
YV,PHX_SBA,Canadair CRJ 900,165561.0,PHX,SBA
AA,DFW_YYZ,McDonnell Douglas DC9 Super 80/MD81/82/83/88,165453.0,DFW,YYZ
DL,ATL_PHL,McDonnell Douglas MD-90,165444.0,ATL,PHL
AA,PHX_SEA,Boeing 737-800,165416.0,PHX,SEA
AA,CHS_CLT,Airbus Industrie A319,165394.0,CHS,CLT
OO,SFO_SLC,Embraer ERJ-175,165323.0,SFO,SLC
EI,DUB_SFO,Airbus Industrie A330-200,165209.0,DUB,SFO
B6,JFK_SAV,Airbus Industrie A320-100/200,165189.0,JFK,SAV
WN,BNA_ECP,Boeing 737-700/700LR/Max 7,165185.0,BNA,ECP
KE,ICN_ORD,Boeing 777-300/300ER/333ER,165159.0,ICN,ORD
UX,MAD_MIA,B787-800 Dreamliner,165112.0,MAD,MIA
AC,LAX_YYZ,Boeing 737-800,165079.0,LAX,YYZ
WN,DEN_SAN,Boeing 737-800,165050.0,DEN,SAN
UA,ORD_PEK,Boeing 777-200ER/200LR/233LR,164988.0,ORD,PEK
B6,ABQ_JFK,Airbus Industrie A320-100/200,164984.0,ABQ,JFK
UA,IAH_MCO,Boeing 737-900ER,164936.0,IAH,MCO
NK,MCO_PHL,Airbus Industrie A320-100/200,164922.0,MCO,PHL
AA,FLL_PAP,Boeing 737-800,164879.0,FLL,PAP
AA,MIA_SCL,Boeing 777-200ER/200LR/233LR,164877.0,MIA,SCL
UA,HNL_NRT,Boeing 777-200ER/200LR/233LR,164778.0,HNL,NRT
B6,JFK_ROC,Embraer 190,164712.0,JFK,ROC
UA,EWR_SNA,Boeing 737-700/700LR/Max 7,164706.0,EWR,SNA
B6,BTV_JFK,Embraer 190,164700.0,BTV,JFK
WW,BWI_KEF,Airbus Industrie A321/Lr,164602.0,BWI,KEF
DL,ATL_MIA,Airbus Industrie A321/Lr,164572.0,ATL,MIA
B6,EWR_SJU,Airbus Industrie A320-100/200,164569.0,EWR,SJU
WN,AUS_LAS,Boeing 737-700/700LR/Max 7,164560.0,AUS,LAS
WS,OGG_YVR,Boeing 737-800,164415.0,OGG,YVR
WN,ISP_MCO,Boeing 737-700/700LR/Max 7,164414.0,ISP,MCO
B6,BOS_MCO,Airbus Industrie A320-100/200,164351.0,BOS,MCO
ET,ADD_IAD,Boeing 777-200ER/200LR/233LR,164328.0,ADD,IAD
OO,BNA_ORD,Canadair RJ-700,164302.0,BNA,ORD
HA,HNL_SYD,Airbus Industrie A330-200,164287.0,HNL,SYD
AA,BDL_ORD,Boeing 737-800,164258.0,BDL,ORD
EI,DUB_EWR,Airbus Industrie A330-200,164116.0,DUB,EWR
AA,ORD_SJC,Boeing 737-800,164026.0,ORD,SJC
FI,BOS_KEF,Boeing 767-300/300ER,163987.0,BOS,KEF
NK,DFW_LAS,Airbus Industrie A320-100/200,163926.0,DFW,LAS
MT,MAN_MCO,Airbus Industrie A330-200,163801.0,MAN,MCO
YX,CMH_PHL,Embraer ERJ-175,163745.0,CMH,PHL
WN,DEN_TUS,Boeing 737-700/700LR/Max 7,163488.0,DEN,TUS
WS,LGA_YYZ,Boeing 737-700/700LR/Max 7,163456.0,LGA,YYZ
UA,BRU_IAD,Boeing 777-200ER/200LR/233LR,163451.0,BRU,IAD
QR,BOS_DOH,Boeing 777-300/300ER/333ER,163366.0,BOS,DOH
WN,CUN_HOU,Boeing 737-700/700LR/Max 7,163209.0,CUN,HOU
JJ,GRU_MIA,Boeing 777-200ER/200LR/233LR,163178.0,GRU,MIA
DL,ATL_TPA,McDonnell Douglas DC9 Super 80/MD81/82/83/88,163116.0,ATL,TPA
JQ,HNL_SYD,B787-800 Dreamliner,163105.0,HNL,SYD
DL,ATL_JFK,Boeing 757-200,162984.0,ATL,JFK
WN,BUF_MCO,Boeing 737-700/700LR/Max 7,162981.0,BUF,MCO
4O,GDL_LAX,Airbus Industrie A320-100/200,162916.0,GDL,LAX
OO,SAN_SJC,Embraer ERJ-175,162819.0,SAN,SJC
B6,BOS_ORD,Embraer 190,162795.0,BOS,ORD
UA,DEN_DFW,Airbus Industrie A319,162727.0,DEN,DFW
AF,JFK_ORY,Boeing 777-200ER/200LR/233LR,162657.0,JFK,ORY
4O,LAX_MEX,Airbus Industrie A320-100/200,162616.0,LAX,MEX
SQ,SFO_SIN,Airbus Industrie A350-900,162583.0,SFO,SIN
WN,MCO_PHL,Boeing 737-700/700LR/Max 7,162398.0,MCO,PHL
WN,FLL_MBJ,Boeing 737-700/700LR/Max 7,162390.0,FLL,MBJ
AS,ANC_JNU,Boeing 737-700/700LR/Max 7,162379.0,ANC,JNU
DL,ATL_GUA,Boeing 757-200,162373.0,ATL,GUA
B6,FLL_PHL,Airbus Industrie A320-100/200,162349.0,FLL,PHL
UA,BOS_EWR,Boeing 737-700/700LR/Max 7,162275.0,BOS,EWR
AS,SAN_SFO,Airbus Industrie A320-100/200,162092.0,SAN,SFO
AA,MIA_MSY,Airbus Industrie A319,162025.0,MIA,MSY
AS,PSP_SEA,Boeing 737-900ER,162020.0,PSP,SEA
DL,AUS_LAX,Airbus Industrie A319,161969.0,AUS,LAX
QX,MSO_SEA,De Havilland DHC8-400 Dash-8,161863.0,MSO,SEA
UA,LAS_LAX,Boeing 737-800,161863.0,LAS,LAX
TK,BOS_IST,Airbus Industrie A330-200,161759.0,BOS,IST
WN,AUS_BNA,Boeing 737-700/700LR/Max 7,161749.0,AUS,BNA
AA,MCO_MIA,Boeing B737 Max 800,161722.0,MCO,MIA
WN,BWI_MDW,Boeing 737-800,161648.0,BWI,MDW
IB,JFK_MAD,Airbus Industrie A340-600,161596.0,JFK,MAD
NK,DEN_LAS,Airbus Industrie A320-100/200,161563.0,DEN,LAS
AA,BNA_LAX,Boeing 737-800,161335.0,BNA,LAX
UA,LGA_ORD,Boeing 737-700/700LR/Max 7,161310.0,LGA,ORD
MT,JFK_MAN,Airbus Industrie A330-200,161269.0,JFK,MAN
SQ,LAX_NRT,Boeing 777-300/300ER/333ER,161255.0,LAX,NRT
WN,DEN_PDX,Boeing 737-800,161237.0,DEN,PDX
AV,BOG_MIA,Airbus Industrie A330-200,161154.0,BOG,MIA
WN,ATL_FLL,Boeing 737-800,161127.0,ATL,FLL
DL,ATL_LGA,Boeing 737-900ER,161122.0,ATL,LGA
WN,FLL_MDW,Boeing 737-800,161087.0,FLL,MDW
UA,IAD_SEA,Boeing 737-900ER,161068.0,IAD,SEA
DL,ATL_PWM,McDonnell Douglas MD-90,161030.0,ATL,PWM
WN,PIT_TPA,Boeing 737-700/700LR/Max 7,160942.0,PIT,TPA
B6,MCO_MEX,Airbus Industrie A320-100/200,160906.0,MCO,MEX
AA,CVG_DFW,McDonnell Douglas DC9 Super 80/MD81/82/83/88,160882.0,CVG,DFW
DL,ATL_SYR,McDonnell Douglas MD-90,160761.0,ATL,SYR
KE,HNL_NRT,Airbus Industrie A330-200,160661.0,HNL,NRT
B6,HPN_PBI,Airbus Industrie A320-100/200,160530.0,HPN,PBI
UA,FRA_IAH,Boeing 777-200ER/200LR/233LR,160476.0,FRA,IAH
NK,LGA_ORD,Airbus Industrie A321/Lr,160404.0,LGA,ORD
UA,IAH_NRT,Boeing 777-200ER/200LR/233LR,160352.0,IAH,NRT
DL,JFK_SAN,Boeing 757-200,160348.0,JFK,SAN
F9,DEN_SAN,Airbus Industrie A321/Lr,160288.0,DEN,SAN
UA,HNL_LAX,Boeing 757-300,160181.0,HNL,LAX
WN,BNA_PNS,Boeing 737-700/700LR/Max 7,160138.0,BNA,PNS
AA,MDE_MIA,Airbus Industrie A319,160131.0,MDE,MIA
B6,FLL_KIN,Airbus Industrie A320-100/200,160096.0,FLL,KIN
AA,CLT_SAT,Airbus Industrie A319,160062.0,CLT,SAT
SQ,HKG_SFO,Boeing 777-300/300ER/333ER,160039.0,HKG,SFO
NK,FLL_MSY,Airbus Industrie A320-100/200,159995.0,FLL,MSY
DL,ATL_SFO,Boeing 757-300,159942.0,ATL,SFO
DL,ATL_SMF,Boeing 737-900ER,159922.0,ATL,SMF
AA,DFW_PNS,McDonnell Douglas DC9 Super 80/MD81/82/83/88,159838.0,DFW,PNS
AS,JFK_LAX,Airbus Industrie A320-100/200,159759.0,JFK,LAX
WN,AUS_MSY,Boeing 737-700/700LR/Max 7,159720.0,AUS,MSY
QK,PDX_YVR,De Havilland DHC8-400 Dash-8,159607.0,PDX,YVR
UA,EWR_PEK,Boeing 777-200ER/200LR/233LR,159532.0,EWR,PEK
DL,DEN_JFK,Boeing 737-900ER,159527.0,DEN,JFK
DL,DTW_MIA,McDonnell Douglas MD-90,159444.0,DTW,MIA
B6,BOS_MSP,Airbus Industrie A320-100/200,159383.0,BOS,MSP
WN,ELP_SAT,Boeing 737-700/700LR/Max 7,159356.0,ELP,SAT
AF,CDG_JFK,Boeing 777-200ER/200LR/233LR,159348.0,CDG,JFK
UA,MCO_ORD,Boeing 757-300,159199.0,MCO,ORD
DL,LAX_PDX,Boeing 717-200,159162.0,LAX,PDX
DL,ATL_SJU,Boeing 757-200,159078.0,ATL,SJU
AA,GRU_JFK,Boeing 777-300/300ER/333ER,158956.0,GRU,JFK
AA,BCN_MIA,Boeing 777-200ER/200LR/233LR,158876.0,BCN,MIA
DL,BOS_SLC,Boeing 737-900ER,158827.0,BOS,SLC
AA,BWI_CLT,Airbus Industrie A319,158814.0,BWI,CLT
UA,BOS_IAH,Boeing 737-900ER,158790.0,BOS,IAH
DL,SLC_SMF,Boeing 737-800,158778.0,SLC,SMF
WN,LAS_OMA,Boeing 737-700/700LR/Max 7,158689.0,LAS,OMA
DL,PDX_SLC,Boeing 737-900ER,158678.0,PDX,SLC
G7,DTW_ELM,Canadair RJ-700,158641.0,DTW,ELM
OZ,ICN_LAX,Airbus Industrie A350-900,158592.0,ICN,LAX
TP,JFK_LIS,Airbus Industrie A330-200,158555.0,JFK,LIS
9E,CVG_LGA,Canadair CRJ 900,158544.0,CVG,LGA
DL,MSP_SMF,Airbus Industrie A320-100/200,158512.0,MSP,SMF
UA,GRU_ORD,Boeing 777-200ER/200LR/233LR,158468.0,GRU,ORD
WN,PDX_PHX,Boeing 737-800,158406.0,PDX,PHX
WN,FLL_NAS,Boeing 737-700/700LR/Max 7,158378.0,FLL,NAS
AA,ATL_DFW,Airbus Industrie A320-100/200,158362.0,ATL,DFW
AZ,FCO_MIA,Airbus Industrie A330-200,158284.0,FCO,MIA
UA,IAD_LHR,Boeing 757-200,158072.0,IAD,LHR
AA,ATL_ORD,Boeing 737-800,157990.0,ATL,ORD
AA,LAS_MIA,Boeing 737-800,157947.0,LAS,MIA
DL,ATL_MYR,McDonnell Douglas DC9 Super 80/MD81/82/83/88,157926.0,ATL,MYR
UA,EZE_IAH,Boeing 777-200ER/200LR/233LR,157925.0,EZE,IAH
UA,IAD_MUC,Boeing 777-200ER/200LR/233LR,157883.0,IAD,MUC
WN,OAK_RNO,Boeing 737-700/700LR/Max 7,157873.0,OAK,RNO
UA,AMS_IAH,Boeing 777-200ER/200LR/233LR,157815.0,AMS,IAH
B6,FLL_MEX,Airbus Industrie A320-100/200,157793.0,FLL,MEX
UA,ORD_PVG,Boeing 777-200ER/200LR/233LR,157783.0,ORD,PVG
AA,PHL_SAN,Airbus Industrie A321/Lr,157732.0,PHL,SAN
UA,LAX_NRT,B787-900 Dreamliner,157731.0,LAX,NRT
9E,ATL_HPN,Canadair CRJ 900,157639.0,ATL,HPN
CX,HKG_ORD,Boeing 777-300/300ER/333ER,157554.0,HKG,ORD
UA,EWR_TPA,Boeing 737-900ER,157528.0,EWR,TPA
DL,DTW_SFO,Boeing 757-300,157312.0,DTW,SFO
AS,LAX_SEA,Boeing 737-800,157263.0,LAX,SEA
NK,ATL_MCO,Airbus Industrie A320-100/200,157208.0,ATL,MCO
DL,ATL_MCI,Boeing 737-900ER,157198.0,ATL,MCI
AA,CUN_JFK,Boeing 737-800,157142.0,CUN,JFK
DL,JFK_SFO,Boeing 767-400/ER,156974.0,JFK,SFO
DL,BNA_DTW,Boeing 717-200,156943.0,BNA,DTW
CP,SEA_YVR,Embraer ERJ-175,156904.0,SEA,YVR
UA,EWR_TPA,Airbus Industrie A320-100/200,156835.0,EWR,TPA
AA,ORD_PBI,Boeing 737-800,156765.0,ORD,PBI
B6,BOS_DFW,Airbus Industrie A320-100/200,156734.0,BOS,DFW
YV,BJX_IAH,Embraer ERJ-175,156570.0,BJX,IAH
LA,JFK_SCL,B787-900 Dreamliner,156548.0,JFK,SCL
NK,DFW_LAS,Airbus Industrie A321/Lr,156462.0,DFW,LAS
B6,LGB_PDX,Airbus Industrie A320-100/200,156394.0,LGB,PDX
DL,CVG_MCO,Boeing 737-800,156259.0,CVG,MCO
CP,LAX_SAT,Embraer ERJ-175,156228.0,LAX,SAT
WN,HOU_TPA,Boeing 737-700/700LR/Max 7,156197.0,HOU,TPA
WN,BWI_RSW,Boeing 737-800,156193.0,BWI,RSW
WS,LGA_YYZ,Boeing 737-600,156180.0,LGA,YYZ
WN,MSP_STL,Boeing 737-700/700LR/Max 7,156139.0,MSP,STL
WN,BWI_MKE,Boeing 737-700/700LR/Max 7,156122.0,BWI,MKE
B6,BOS_IAD,Embraer 190,156029.0,BOS,IAD
TQQ,LIM_MIA,Airbus Industrie A330-200,156014.0,LIM,MIA
UA,IAH_SAT,Boeing 737-900ER,155944.0,IAH,SAT
NK,FLL_SJU,Airbus Industrie A321/Lr,155817.0,FLL,SJU
QF,BNE_LAX,Boeing 747-400,155738.0,BNE,LAX
UA,EWR_HKG,Boeing 777-200ER/200LR/233LR,155651.0,EWR,HKG
NK,DTW_MCO,Airbus Industrie A321/Lr,155599.0,DTW,MCO
UA,DEN_IAD,Boeing 737-800,155379.0,DEN,IAD
KL,AMS_ORD,Boeing 747-400,155348.0,AMS,ORD
DL,LAX_MSP,Boeing 737-900ER,155334.0,LAX,MSP
AA,JFK_SAN,Boeing 737-800,155291.0,JFK,SAN
AA,DFW_RDU,McDonnell Douglas DC9 Super 80/MD81/82/83/88,155259.0,DFW,RDU
AA,MIA_SDQ,Boeing B737 Max 800,155232.0,MIA,SDQ
DL,ATL_LIM,Boeing 767-400/ER,155206.0,ATL,LIM
KL,AMS_SFO,Boeing 747-400,155183.0,AMS,SFO
WN,MCO_PHL,Boeing 737-800,155154.0,MCO,PHL
AA,CLT_PVD,Airbus Industrie A320-100/200,155037.0,CLT,PVD
OH,CLT_GSO,Canadair CRJ 900,155027.0,CLT,GSO
NH,HND_HNL,B787-900 Dreamliner,155010.0,HND,HNL
WN,DCA_MSY,Boeing 737-700/700LR/Max 7,155008.0,DCA,MSY
YV,IAH_PHX,Canadair CRJ 900,154959.0,IAH,PHX
AA,MIA_PHL,Boeing 757-200,154936.0,MIA,PHL
WN,LAS_STL,Boeing 737-700/700LR/Max 7,154804.0,LAS,STL
DL,JFK_TPA,Boeing 717-200,154735.0,JFK,TPA
WN,DEN_LAX,Boeing 737-800,154726.0,DEN,LAX
DL,CVG_LAX,Boeing 737-800,154662.0,CVG,LAX
WN,SAN_TUS,Boeing 737-700/700LR/Max 7,154639.0,SAN,TUS
EK,DXB_IAH,Airbus Industrie A380-800,154609.0,DXB,IAH
WN,DAL_MCO,Boeing 737-800,154588.0,DAL,MCO
DL,ATL_RIC,Boeing 737-900ER,154581.0,ATL,RIC
YX,LGA_ORD,Embraer ERJ-175,154468.0,LGA,ORD
WN,GEG_OAK,Boeing 737-700/700LR/Max 7,154412.0,GEG,OAK
WN,DEN_TUL,Boeing 737-700/700LR/Max 7,154398.0,DEN,TUL
VA,BNE_LAX,Boeing 777-200ER/200LR/233LR,154397.0,BNE,LAX
AA,LAX_SYD,B787-900 Dreamliner,154256.0,LAX,SYD
YV,DTW_IAH,Embraer ERJ-175,154110.0,DTW,IAH
UA,ORD_SEA,Boeing 737-900ER,154105.0,ORD,SEA
DL,LGA_ORD,Boeing 717-200,154097.0,LGA,ORD
WN,BUR_DEN,Boeing 737-700/700LR/Max 7,154065.0,BUR,DEN
WN,MDW_SAT,Boeing 737-700/700LR/Max 7,154027.0,MDW,SAT
AA,PHX_SAN,Boeing 737-800,153983.0,PHX,SAN
WN,ICT_STL,Boeing 737-700/700LR/Max 7,153845.0,ICT,STL
AA,ALB_CLT,Airbus Industrie A319,153823.0,ALB,CLT
CA,JFK_PEK,Boeing 777-300/300ER/333ER,153655.0,JFK,PEK
WN,FLL_GCM,Boeing 737-700/700LR/Max 7,153610.0,FLL,GCM
NK,MCO_SJU,Airbus Industrie A321/Lr,153548.0,MCO,SJU
UP,FLL_NAS,Boeing 737-100/200,153520.0,FLL,NAS
AA,LGA_MIA,Airbus Industrie A321/Lr,153493.0,LGA,MIA
AS,ANC_FAI,Boeing 737-800,153483.0,ANC,FAI
DL,LAS_SEA,Boeing 737-800,153352.0,LAS,SEA
AA,CLT_PHL,Airbus Industrie A320-100/200,153313.0,CLT,PHL
UA,HNL_LAX,Boeing 777-200ER/200LR/233LR,153270.0,HNL,LAX
DL,BDL_DTW,McDonnell Douglas MD-90,153268.0,BDL,DTW
WN,OAK_SEA,Boeing 737-800,153260.0,OAK,SEA
OO,LAX_SAN,Canadair RJ-700,153206.0,LAX,SAN
AA,MIA_PTY,Boeing 737-800,153147.0,MIA,PTY
WN,DSM_STL,Boeing 737-700/700LR/Max 7,153098.0,DSM,STL
UA,DCA_ORD,Boeing 737-800,153051.0,DCA,ORD
OZ,ICN_ORD,Boeing 777-200ER/200LR/233LR,152923.0,ICN,ORD
WN,BWI_IND,Boeing 737-700/700LR/Max 7,152921.0,BWI,IND
AM,MCO_MEX,Boeing 737-800,152912.0,MCO,MEX
RV,MCO_YUL,Airbus Industrie A319,152887.0,MCO,YUL
CA,LAX_PEK,B787-900 Dreamliner,152783.0,LAX,PEK
UA,FLL_ORD,Boeing 737-900ER,152645.0,FLL,ORD
AA,DFW_IAD,McDonnell Douglas DC9 Super 80/MD81/82/83/88,152640.0,DFW,IAD
B6,JFK_MSY,Airbus Industrie A320-100/200,152524.0,JFK,MSY
YV,DFW_HSV,Canadair CRJ 900,152523.0,DFW,HSV
UA,MUC_ORD,Boeing 777-200ER/200LR/233LR,152460.0,MUC,ORD
SK,ARN_EWR,Airbus Industrie A330-200,152441.0,ARN,EWR
AI,DEL_SFO,Boeing 777-200ER/200LR/233LR,152397.0,DEL,SFO
DL,DTW_PEK,Airbus Industrie A350-900,152235.0,DTW,PEK
WN,PDX_PHX,Boeing 737-700/700LR/Max 7,152233.0,PDX,PHX
WN,MDW_PVD,Boeing 737-700/700LR/Max 7,152198.0,MDW,PVD
DL,ATL_LAS,Boeing 757-300,152185.0,ATL,LAS
BA,JFK_LGW,Boeing 777-200ER/200LR/233LR,152137.0,JFK,LGW
UA,EWR_SJU,Boeing 767-400/ER,152088.0,EWR,SJU
CZ,SFO_WUH,Boeing 777-300/300ER/333ER,152044.0,SFO,WUH
AA,MBJ_PHL,Airbus Industrie A321/Lr,152027.0,MBJ,PHL
SN,BRU_JFK,Airbus Industrie A330-200,151790.0,BRU,JFK
UA,CUN_ORD,Boeing 737-900ER,151784.0,CUN,ORD
WN,PHX_STL,Boeing 737-800,151754.0,PHX,STL
UA,HKG_ORD,Boeing 777-200ER/200LR/233LR,151688.0,HKG,ORD
AA,CLT_IAH,Airbus Industrie A319,151661.0,CLT,IAH
DL,DUB_JFK,Boeing 767-400/ER,151606.0,DUB,JFK
UA,IAH_SAT,Airbus Industrie A319,151589.0,IAH,SAT
F9,MCO_SJU,Airbus Industrie A321/Lr,151539.0,MCO,SJU
B6,ATL_FLL,Airbus Industrie A320-100/200,151468.0,ATL,FLL
NK,DFW_FLL,Airbus Industrie A320-100/200,151465.0,DFW,FLL
AA,PHX_SEA,Airbus Industrie A321/Lr,151391.0,PHX,SEA
JL,LAX_NRT,Boeing 777-200ER/200LR/233LR,151293.0,LAX,NRT
DL,FLL_JFK,Boeing 737-900ER,151233.0,FLL,JFK
DL,MCO_RDU,Boeing 717-200,151196.0,MCO,RDU
WN,ABQ_MCI,Boeing 737-700/700LR/Max 7,151144.0,ABQ,MCI
DL,ATL_OKC,McDonnell Douglas DC9 Super 80/MD81/82/83/88,151142.0,ATL,OKC
DL,HNL_LAX,Boeing 767-300/300ER,151114.0,HNL,LAX
NK,ATL_FLL,Airbus Industrie A321/Lr,151109.0,ATL,FLL
OO,COS_DEN,Canadair RJ-200ER /RJ-440,151108.0,COS,DEN
NK,ATL_BWI,Airbus Industrie A320-100/200,151007.0,ATL,BWI
AA,CLT_LGA,Airbus Industrie A319,150964.0,CLT,LGA
WN,RDU_TPA,Boeing 737-700/700LR/Max 7,150835.0,RDU,TPA
AA,DFW_ELP,McDonnell Douglas DC9 Super 80/MD81/82/83/88,150795.0,DFW,ELP
AR,EZE_JFK,Airbus Industrie A330-200,150787.0,EZE,JFK
RV,MIA_YYZ,Airbus Industrie A321/Lr,150769.0,MIA,YYZ
WN,BOS_MDW,Boeing 737-800,150694.0,BOS,MDW
NK,DTW_LAS,Airbus Industrie A320-100/200,150609.0,DTW,LAS
B6,LGB_SEA,Airbus Industrie A320-100/200,150603.0,LGB,SEA
NK,DTW_LAS,Airbus Industrie A321/Lr,150571.0,DTW,LAS
YV,IAD_LGA,Canadair RJ-700,150440.0,IAD,LGA
WN,PHX_STL,Boeing 737-700/700LR/Max 7,150397.0,PHX,STL
UA,SAN_SFO,Airbus Industrie A319,150291.0,SAN,SFO
9E,JFK_YYZ,Canadair CRJ 900,150284.0,JFK,YYZ
DL,AMS_JFK,Boeing 767-300/300ER,150279.0,AMS,JFK
DL,LAS_LAX,Boeing 717-200,150225.0,LAS,LAX
VS,ATL_LHR,Airbus Industrie A340-600,150044.0,ATL,LHR
WN,CMH_STL,Boeing 737-700/700LR/Max 7,150031.0,CMH,STL
WN,DAL_FLL,Boeing 737-700/700LR/Max 7,149941.0,DAL,FLL
AA,LHR_MIA,Boeing 777-200ER/200LR/233LR,149922.0,LHR,MIA
HA,HNL_SJC,Boeing 767-300/300ER,149907.0,HNL,SJC
UA,ICN_SFO,B787-900 Dreamliner,149805.0,ICN,SFO
WN,CUN_FLL,Boeing 737-700/700LR/Max 7,149428.0,CUN,FLL
QR,DOH_IAH,Boeing 777-200ER/200LR/233LR,149333.0,DOH,IAH
QR,DOH_PHL,Boeing 777-200ER/200LR/233LR,149224.0,DOH,PHL
NH,NRT_SFO,Boeing 777-300/300ER/333ER,149125.0,NRT,SFO
UA,NRT_ORD,Boeing 777-200ER/200LR/233LR,149118.0,NRT,ORD
DL,LGA_MCO,Airbus Industrie A320-100/200,149060.0,LGA,MCO
QR,DOH_LAX,Boeing 777-300/300ER/333ER,149051.0,DOH,LAX
WN,MCO_PVD,Boeing 737-700/700LR/Max 7,149015.0,MCO,PVD
DL,ATL_ELP,McDonnell Douglas MD-90,148979.0,ATL,ELP
B6,FLL_POS,Airbus Industrie A320-100/200,148968.0,FLL,POS
AA,DFW_GDL,Airbus Industrie A319,148957.0,DFW,GDL
F9,MCO_ORD,Airbus Industrie A321/Lr,148954.0,MCO,ORD
AA,DFW_EZE,Boeing 777-200ER/200LR/233LR,148890.0,DFW,EZE
WN,DEN_STL,Boeing 737-800,148883.0,DEN,STL
TA,SAL_SFO,Airbus Industrie A320-100/200,148736.0,SAL,SFO
KV,PHL_YYZ,Embraer ERJ-175,148680.0,PHL,YYZ
KL,AMS_JFK,B787-900 Dreamliner,148648.0,AMS,JFK
KE,GUM_ICN,Airbus Industrie A330-200,148632.0,GUM,ICN
RV,LAS_YUL,Airbus Industrie A319,148455.0,LAS,YUL
SY,JFK_MSP,Boeing 737-800,148316.0,JFK,MSP
DL,ATL_MKE,Boeing 737-900ER,148315.0,ATL,MKE
DL,ATL_EZE,Airbus Industrie A330-300,148206.0,ATL,EZE
WN,DEN_PHL,Boeing 737-800,148164.0,DEN,PHL
DL,MSP_SFO,Boeing 757-200,148133.0,MSP,SFO
QX,SEA_YYJ,De Havilland DHC8-400 Dash-8,148096.0,SEA,YYJ
PT,PHL_RIC,Embraer-145,148094.0,PHL,RIC
AA,MIA_ORD,Boeing 757-200,147972.0,MIA,ORD
AA,CDG_MIA,Boeing 777-200ER/200LR/233LR,147918.0,CDG,MIA
WN,HOU_PHX,Boeing 737-800,147915.0,HOU,PHX
WN,ELP_LAX,Boeing 737-700/700LR/Max 7,147822.0,ELP,LAX
OH,CLT_DAB,Canadair CRJ 900,147603.0,CLT,DAB
YX,CMH_LGA,Embraer ERJ-175,147549.0,CMH,LGA
OH,CLT_SRQ,Canadair CRJ 900,147491.0,CLT,SRQ
AA,BCN_JFK,Boeing 777-200ER/200LR/233LR,147403.0,BCN,JFK
QR,DOH_MIA,Boeing 777-300/300ER/333ER,147368.0,DOH,MIA
NK,DFW_MCO,Airbus Industrie A320-100/200,147321.0,DFW,MCO
DL,CUN_JFK,Boeing 737-900ER,147318.0,CUN,JFK
LH,JFK_MUC,Airbus Industrie A340-600,147290.0,JFK,MUC
WN,LAX_PDX,Boeing 737-700/700LR/Max 7,147284.0,LAX,PDX
UA,IAD_SFO,Boeing 777-200ER/200LR/233LR,147214.0,IAD,SFO
LH,MUC_SFO,Airbus Industrie A340-600,147193.0,MUC,SFO
WN,IND_RSW,Boeing 737-700/700LR/Max 7,147160.0,IND,RSW
UA,LAX_MEL,B787-900 Dreamliner,147125.0,LAX,MEL
DL,ATL_SMF,Boeing 737-800,147060.0,ATL,SMF
B6,SDQ_SJU,Embraer 190,147053.0,SDQ,SJU
AA,GRU_LAX,B787-900 Dreamliner,146963.0,GRU,LAX
YV,DTW_IAD,Canadair RJ-700,146923.0,DTW,IAD
WN,LAS_OAK,Boeing 737-800,146904.0,LAS,OAK
AA,IAD_LAX,Boeing 737-800,146678.0,IAD,LAX
YV,PHX_SBP,Canadair CRJ 900,146625.0,PHX,SBP
UA,ORD_PDX,Airbus Industrie A320-100/200,146550.0,ORD,PDX
UA,CUN_LAX,Boeing 737-900ER,146472.0,CUN,LAX
DL,ATL_ICN,Airbus Industrie A350-900,146348.0,ATL,ICN
WN,OKC_PHX,Boeing 737-700/700LR/Max 7,146260.0,OKC,PHX
UA,IAD_NRT,Boeing 777-200ER/200LR/233LR,146224.0,IAD,NRT
NH,HND_LAX,Boeing 777-300/300ER/333ER,146212.0,HND,LAX
WN,DCA_MCI,Boeing 737-700/700LR/Max 7,145937.0,DCA,MCI
EQ,JFK_UIO,Airbus Industrie A330-300,145927.0,JFK,UIO
WN,DCA_PVD,Boeing 737-700/700LR/Max 7,145852.0,DCA,PVD
DL,ATL_ORF,Boeing 757-200,145812.0,ATL,ORF
UA,LAS_LAX,Boeing 737-900ER,145730.0,LAS,LAX
AA,PHL_RSW,Airbus Industrie A321/Lr,145661.0,PHL,RSW
WN,ATL_DAL,Boeing 737-800,145610.0,ATL,DAL
WN,BOI_LAS,Boeing 737-700/700LR/Max 7,145599.0,BOI,LAS
AA,KOA_LAX,Airbus Industrie A321/Lr,145591.0,KOA,LAX
AA,LAX_MCO,Airbus Industrie A321/Lr,145304.0,LAX,MCO
DL,ATL_MLB,Boeing 717-200,145186.0,ATL,MLB
YX,DCA_IND,Embraer ERJ-175,145143.0,DCA,IND
AA,MCI_ORD,Boeing 737-800,145073.0,MCI,ORD
LP,LAX_LIM,Boeing 767-300/300ER,145053.0,LAX,LIM
LH,BOS_MUC,Airbus Industrie A350-900,145053.0,BOS,MUC
DL,ATL_PIT,Boeing 737-900ER,144877.0,ATL,PIT
SK,CPH_EWR,Airbus Industrie A330-200,144874.0,CPH,EWR
