Airline,Airport,Route_Type,Destination_Region,Passengers
F9,MKE,Domestic,Domestic,248857.0
B6,PUJ,International,International,248773.0
AA,BCN,International,International,248520.0
UA,SJO,International,International,248519.0
OH,CVG,Domestic,Domestic,247780.0
BA,SEA,International,Domestic,247548.0
AA,FCO,International,International,247360.0
AA,YYZ,International,International,246572.0
WS,LGA,International,Domestic,246428.0
DL,GEG,Domestic,Domestic,245155.0
B6,BWI,Domestic,Domestic,244886.0
UA,PUJ,International,International,244790.0
WS,PHX,International,Domestic,243978.0
YX,SDF,Domestic,Domestic,243432.0
AA,PAP,International,International,243313.0
7C,ICN,International,International,242434.0
KE,LAX,International,Domestic,242086.0
DL,FCO,International,International,241441.0
AS,MCO,Domestic,Domestic,241017.0
F9,MSP,Domestic,Domestic,240796.0
OO,DAL,Domestic,Domestic,239483.0
KE,JFK,International,Domestic,238450.0
9E,YUL,International,International,238065.0
EY,JFK,International,Domestic,238059.0
DL,SDQ,International,International,237926.0
WN,GRR,Domestic,Domestic,237332.0
OO,PSP,Domestic,Domestic,236314.0
NK,BDL,Domestic,Domestic,235619.0
OO,ORD,International,Domestic,235138.0
B6,NAS,International,International,234242.0
HA,LAS,Domestic,Domestic,233788.0
DL,VPS,Domestic,Domestic,233637.0
B6,PHL,Domestic,Domestic,233510.0
AS,PSP,Domestic,Domestic,233394.0
DL,DAB,Domestic,Domestic,233130.0
KL,JFK,International,Domestic,232407.0
UA,BRU,International,International,232275.0
AS,BUR,Domestic,Domestic,232005.0
DL,HSV,Domestic,Domestic,231873.0
MQ,XNA,Domestic,Domestic,231836.0
OO,SNA,Domestic,Domestic,231306.0
G7,RDU,Domestic,Domestic,230652.0
AA,PVR,International,International,230338.0
UA,ABQ,Domestic,Domestic,230000.0
DL,ECP,Domestic,Domestic,229834.0
AA,SJO,International,International,229272.0
B6,RIC,Domestic,Domestic,228944.0
B6,AUA,International,International,228882.0
UA,MCI,Domestic,Domestic,228862.0
CM,MCO,International,Domestic,228756.0
EI,JFK,International,Domestic,228598.0
UP,NAS,International,International,227972.0
AS,DFW,Domestic,Domestic,227885.0
EI,BOS,International,Domestic,227403.0
BA,IAH,International,Domestic,227042.0
VA,LAX,International,Domestic,226947.0
CP,SAN,Domestic,Domestic,226776.0
DY,EWR,International,Domestic,226475.0
AR,EZE,International,International,226180.0
AF,ATL,International,Domestic,224838.0
F9,SJU,Domestic,Domestic,224775.0
UA,OMA,Domestic,Domestic,223840.0
WN,ROC,Domestic,Domestic,223778.0
AA,POS,International,International,222692.0
AA,HAV,International,International,222600.0
G4,LAX,Domestic,Domestic,222444.0
UA,PVR,International,International,222267.0
CP,ABQ,Domestic,Domestic,221800.0
MQ,CMH,Domestic,Domestic,221535.0
DL,HOU,Domestic,Domestic,221521.0
YX,DFW,Domestic,Domestic,220944.0
DL,OKC,Domestic,Domestic,220826.0
AA,RNO,Domestic,Domestic,220769.0
G4,BLI,Domestic,Domestic,220720.0
LH,BOS,International,Domestic,220674.0
B6,KIN,International,International,220619.0
NK,SJU,Domestic,Domestic,219996.0
AV,JFK,International,Domestic,219905.0
DL,MDW,Domestic,Domestic,219448.0
F9,STL,Domestic,Domestic,219024.0
AS,SLC,Domestic,Domestic,218657.0
NK,MCI,Domestic,Domestic,218194.0
AA,YVR,International,International,218070.0
AS,AUS,Domestic,Domestic,217723.0
AA,OMA,Domestic,Domestic,217553.0
WN,ECP,Domestic,Domestic,216830.0
AC,ORD,International,Domestic,216627.0
UA,LIH,Domestic,Domestic,216593.0
CP,SEA,International,Domestic,216552.0
OO,FWA,Domestic,Domestic,216449.0
YX,CVG,Domestic,Domestic,216404.0
MQ,LIT,Domestic,Domestic,215680.0
NZ,LHR,International,International,215624.0
DL,JAN,Domestic,Domestic,215450.0
LH,IAD,International,Domestic,215087.0
SK,ARN,International,International,214731.0
YX,JAX,Domestic,Domestic,214567.0
AM,JFK,International,Domestic,214050.0
OO,RNO,Domestic,Domestic,213850.0
WS,MCO,International,Domestic,213184.0
DL,OGG,Domestic,Domestic,213097.0
G4,AVL,Domestic,Domestic,211852.0
G7,STL,Domestic,Domestic,211804.0
7C,GUM,International,Domestic,211708.0
AA,SDQ,International,International,211648.0
AS,KTN,Domestic,Domestic,211497.0
MQ,SGF,Domestic,Domestic,211285.0
UA,YYC,International,International,210270.0
AA,MKE,Domestic,Domestic,209597.0
OH,GSP,Domestic,Domestic,208579.0
WN,HRL,Domestic,Domestic,208154.0
AD,VCP,International,International,207349.0
AS,LIH,Domestic,Domestic,207064.0
CP,PHX,Domestic,Domestic,206285.0
MU,LAX,International,Domestic,205596.0
F9,CLT,Domestic,Domestic,205444.0
AA,ELP,Domestic,Domestic,205418.0
PD,EWR,International,Domestic,205088.0
DL,CAE,Domestic,Domestic,204537.0
B6,MSY,Domestic,Domestic,204120.0
WS,YEG,International,International,204049.0
UA,YYZ,International,International,203634.0
AS,PVR,International,International,203631.0
IB,JFK,International,Domestic,203219.0
MQ,CVG,Domestic,Domestic,203133.0
B6,SJC,Domestic,Domestic,202011.0
DY,BCN,International,International,201681.0
AS,IAD,Domestic,Domestic,200269.0
LH,DEN,International,Domestic,200116.0
EV,BTR,Domestic,Domestic,199879.0
AA,AUA,International,International,199813.0
OO,SBA,Domestic,Domestic,199743.0
CZ,LAX,International,Domestic,199612.0
QK,YUL,International,International,199374.0
OH,SAV,Domestic,Domestic,199276.0
LX,JFK,International,Domestic,199187.0
AA,GUA,International,International,198256.0
09Q,MIA,International,Domestic,198220.0
AA,DSM,Domestic,Domestic,197505.0
B6,MBJ,International,International,197260.0
AA,COS,Domestic,Domestic,197224.0
VS,ATL,International,Domestic,196924.0
WS,PSP,International,Domestic,196727.0
QF,MEL,International,International,196498.0
B6,PAP,International,International,196464.0
AA,PVG,International,International,196257.0
DL,FRA,International,International,196230.0
7H,ANC,Domestic,Domestic,196208.0
G4,TYS,Domestic,Domestic,195826.0
LY,JFK,International,Domestic,195698.0
BA,DEN,International,Domestic,195578.0
AS,GEG,Domestic,Domestic,195420.0
DL,SJO,International,International,195187.0
ET,ADD,International,International,195001.0
AS,BWI,Domestic,Domestic,194576.0
9E,TYS,Domestic,Domestic,194416.0
G4,VPS,Domestic,Domestic,193922.0
9E,PIT,Domestic,Domestic,193853.0
B6,OAK,Domestic,Domestic,193848.0
YX,BUF,Domestic,Domestic,193299.0
B6,PIT,Domestic,Domestic,192455.0
HA,SEA,Domestic,Domestic,192292.0
KX,GCM,International,International,191716.0
KE,HNL,International,Domestic,191657.0
WN,PUJ,International,International,191193.0
KE,GUM,International,Domestic,191128.0
4O,JFK,International,Domestic,190801.0
F9,PVD,Domestic,Domestic,190074.0
LH,MIA,International,Domestic,189996.0
OO,BUR,Domestic,Domestic,189611.0
OO,MCI,Domestic,Domestic,189530.0
NH,LAX,International,Domestic,189299.0
DL,BZN,Domestic,Domestic,188945.0
DE,FRA,International,International,188264.0
B6,BQN,Domestic,Domestic,188116.0
BA,PHL,International,Domestic,188112.0
OO,OMA,Domestic,Domestic,187949.0
MU,JFK,International,Domestic,186924.0
UA,DTW,Domestic,Domestic,186586.0
OO,CVG,Domestic,Domestic,186432.0
VS,MIA,International,Domestic,186359.0
CA,JFK,International,Domestic,186151.0
HX,LAX,International,Domestic,186013.0
F9,MSY,Domestic,Domestic,185881.0
OO,MFR,Domestic,Domestic,185242.0
CP,LAS,Domestic,Domestic,184584.0
TN,LAX,International,Domestic,184315.0
UA,SYD,International,International,183907.0
KV,EWR,International,Domestic,183816.0
QX,ABQ,Domestic,Domestic,183632.0
B6,POS,International,International,183240.0
DY,OAK,International,Domestic,182970.0
YV,OKC,Domestic,Domestic,182940.0
DL,SJD,International,International,182561.0
HA,SFO,Domestic,Domestic,181965.0
F9,LAX,Domestic,Domestic,181506.0
AA,CHS,Domestic,Domestic,181426.0
DL,SYR,Domestic,Domestic,181314.0
YX,EYW,Domestic,Domestic,181176.0
B6,MEX,International,International,181042.0
AA,HKG,International,International,181016.0
AA,FRA,International,International,180506.0
9E,CLE,Domestic,Domestic,180322.0
AA,PEK,International,International,180279.0
CM,JFK,International,Domestic,180186.0
AM,ORD,International,Domestic,180108.0
HA,OAK,Domestic,Domestic,179717.0
OO,SBN,Domestic,Domestic,179102.0
LA,JFK,International,Domestic,178657.0
DL,DAL,Domestic,Domestic,178591.0
OO,RDM,Domestic,Domestic,178429.0
4O,GDL,International,International,178273.0
QR,JFK,International,Domestic,178216.0
OH,CHS,Domestic,Domestic,177244.0
HA,HND,International,International,176789.0
OO,LAS,Domestic,Domestic,176749.0
NK,CMH,Domestic,Domestic,176719.0
QX,RDM,Domestic,Domestic,176215.0
BA,DFW,International,Domestic,176168.0
WN,AMA,Domestic,Domestic,175816.0
KL,LAX,International,Domestic,175651.0
AA,LIM,International,International,174841.0
B6,SJU,International,Domestic,174704.0
F9,IAD,Domestic,Domestic,174517.0
OO,AUS,Domestic,Domestic,174223.0
AF,SFO,International,Domestic,173736.0
WN,PVR,International,International,173175.0
AD,MCO,International,Domestic,173064.0
UA,DUB,International,International,172596.0
DL,PVD,Domestic,Domestic,171984.0
B6,BGI,International,International,171699.0
BA,SAN,International,Domestic,171641.0
UA,CHS,Domestic,Domestic,171507.0
DL,HND,International,International,171485.0
BA,AUS,International,Domestic,171201.0
DI,JFK,International,Domestic,171185.0
IB,MIA,International,Domestic,171144.0
AA,LIH,Domestic,Domestic,171038.0
9E,DSM,Domestic,Domestic,170307.0
OH,ORF,Domestic,Domestic,169747.0
UA,MSN,Domestic,Domestic,169419.0
KE,SFO,International,Domestic,169395.0
DL,STI,International,International,169308.0
EV,EWR,International,Domestic,169139.0
DL,MLB,Domestic,Domestic,169116.0
5D,MEX,International,International,169002.0
WN,ICT,Domestic,Domestic,168957.0
B6,DEN,Domestic,Domestic,168783.0
QX,MFR,Domestic,Domestic,167697.0
DL,PDX,International,Domestic,167474.0
DY,FLL,International,Domestic,167319.0
DY,ARN,International,International,167246.0
UA,RNO,Domestic,Domestic,167237.0
OO,SAT,Domestic,Domestic,167036.0
UA,BZN,Domestic,Domestic,166808.0
RV,MIA,International,Domestic,166756.0
9E,BUF,Domestic,Domestic,166548.0
KV,LGA,International,Domestic,165893.0
F9,LGA,Domestic,Domestic,165882.0
WN,HAV,International,International,165578.0
NH,HNL,International,Domestic,165234.0
CM,LAX,International,Domestic,165063.0
MQ,JFK,Domestic,Domestic,165020.0
UA,PTY,International,International,164576.0
LA,MIA,International,Domestic,164502.0
9E,YYZ,International,International,164426.0
G7,MSP,Domestic,Domestic,164403.0
DL,ALB,Domestic,Domestic,164355.0
DL,PVR,International,International,164021.0
DY,OSL,International,International,163822.0
YV,MAF,Domestic,Domestic,163607.0
F9,SFO,Domestic,Domestic,163356.0
DL,GUA,International,International,163179.0
YX,MSY,Domestic,Domestic,162645.0
HA,SJC,Domestic,Domestic,162214.0
SQ,SFO,International,Domestic,161913.0
EI,ORD,International,Domestic,161733.0
F9,BNA,Domestic,Domestic,161653.0
AI,EWR,International,Domestic,161613.0
MQ,PIT,Domestic,Domestic,161552.0
SY,LAS,Domestic,Domestic,160697.0
EK,EWR,International,Domestic,160578.0
F9,DCA,Domestic,Domestic,160517.0
AA,DUB,International,International,160492.0
B6,SMF,Domestic,Domestic,160242.0
DL,YVR,International,International,160238.0
WN,MDW,International,Domestic,160196.0
AF,IAD,International,Domestic,160181.0
DL,ROC,Domestic,Domestic,160056.0
EK,SFO,International,Domestic,159467.0
OH,BHM,Domestic,Domestic,159136.0
JL,KIX,International,International,158832.0
EV,RIC,Domestic,Domestic,158680.0
AD,FLL,International,Domestic,158653.0
G4,GRR,Domestic,Domestic,158647.0
YX,STL,Domestic,Domestic,158515.0
AA,SCL,International,International,158507.0
UA,ZRH,International,International,158325.0
OH,TYS,Domestic,Domestic,158320.0
MQ,CLE,Domestic,Domestic,158209.0
G4,PIT,Domestic,Domestic,157600.0
YV,ATL,Domestic,Domestic,157581.0
SQ,LAX,International,Domestic,157299.0
LJ,GUM,International,Domestic,157270.0
D8,SWF,International,Domestic,156690.0
B6,PDX,Domestic,Domestic,156654.0
AY,HEL,International,International,156328.0
AF,MIA,International,Domestic,156149.0
DL,DAY,Domestic,Domestic,155649.0
YV,DTW,Domestic,Domestic,155222.0
UA,IND,Domestic,Domestic,155143.0
LP,MIA,International,Domestic,155114.0
YV,TUS,Domestic,Domestic,155059.0
DL,BOI,Domestic,Domestic,154896.0
WN,PNS,Domestic,Domestic,154298.0
OO,STL,Domestic,Domestic,154094.0
OH,MYR,Domestic,Domestic,153966.0
AA,BOG,International,International,153829.0
OO,MDW,Domestic,Domestic,153348.0
AS,ONT,Domestic,Domestic,153308.0
DY,LGW,International,International,153126.0
G4,AUS,Domestic,Domestic,153015.0
DL,DUB,International,International,152780.0
WN,DEN,International,Domestic,152770.0
LA,LIM,International,International,152754.0
QX,RNO,Domestic,Domestic,152035.0
VS,BOS,International,Domestic,151968.0
QX,EUG,Domestic,Domestic,151748.0
AA,KOA,Domestic,Domestic,151702.0
UX,MAD,International,International,151696.0
F9,DTW,Domestic,Domestic,151594.0
OH,SDF,Domestic,Domestic,151109.0
KL,SFO,International,Domestic,150922.0
9E,CLT,Domestic,Domestic,150644.0
DY,CPH,International,International,150576.0
MQ,GSO,Domestic,Domestic,150571.0
EK,IAD,International,Domestic,150528.0
G4,BLV,Domestic,Domestic,150428.0
DL,PEK,International,International,150358.0
Y4,MDW,International,Domestic,150290.0
UA,GUA,International,International,150260.0
CZ,JFK,International,Domestic,150227.0
AA,PSP,Domestic,Domestic,150145.0
AM,SFO,International,Domestic,149806.0
G4,LCK,Domestic,Domestic,149412.0
AA,GIG,International,International,149163.0
WN,PWM,Domestic,Domestic,149156.0
AA,NAS,International,International,149123.0
9E,IND,Domestic,Domestic,149032.0
B6,IAD,Domestic,Domestic,148803.0
NK,LBE,Domestic,Domestic,148455.0
JJ,MCO,International,Domestic,148078.0
CP,PDX,Domestic,Domestic,148019.0
WN,MEX,International,International,147821.0
PT,PHL,International,Domestic,147785.0
YX,JFK,Domestic,Domestic,147715.0
UA,SIN,International,International,147659.0
OO,ONT,Domestic,Domestic,147463.0
AA,KIN,International,International,147344.0
KL,ATL,International,Domestic,147273.0
CZ,SFO,International,Domestic,147013.0
EK,LAX,International,Domestic,146889.0
UA,EZE,International,International,146593.0
KV,BOS,International,Domestic,146361.0
9E,DFW,Domestic,Domestic,146172.0
AR,MIA,International,Domestic,146004.0
LH,IAH,International,Domestic,145885.0
UA,AUA,International,International,145017.0
YV,CRP,Domestic,Domestic,144626.0
QX,STS,Domestic,Domestic,144342.0
F9,JAX,Domestic,Domestic,144202.0
AC,EWR,International,Domestic,143982.0
DL,OAK,Domestic,Domestic,143732.0
AS,SEA,International,Domestic,143425.0
DL,MCO,International,Domestic,142848.0
OO,YYC,International,International,142755.0
VS,EWR,International,Domestic,142722.0
EV,IAH,International,Domestic,142683.0
7C,SPN,International,Domestic,142662.0
F9,SJC,Domestic,Domestic,142354.0
OO,MSN,Domestic,Domestic,142289.0
YX,MEM,Domestic,Domestic,141993.0
OH,ILM,Domestic,Domestic,141864.0
G4,ABE,Domestic,Domestic,141620.0
CP,YVR,International,International,141479.0
OO,SBP,Domestic,Domestic,141338.0
G4,USA,Domestic,Domestic,141302.0
OO,CID,Domestic,Domestic,141185.0
YV,YYZ,International,International,140789.0
B6,DTW,Domestic,Domestic,140561.0
MQ,YYZ,International,International,140496.0
AA,BDA,International,International,140488.0
WN,DSM,Domestic,Domestic,140414.0
UA,BOG,International,International,140358.0
YV,MFE,Domestic,Domestic,139770.0
YV,CLT,Domestic,Domestic,139759.0
OO,CLT,Domestic,Domestic,139726.0
UA,GEG,Domestic,Domestic,139676.0
DL,TUS,Domestic,Domestic,139548.0
OH,IAD,Domestic,Domestic,139488.0
QK,BOS,International,Domestic,139441.0
VS,SEA,International,Domestic,139199.0
NH,ORD,International,Domestic,139101.0
SY,MSP,International,Domestic,139034.0
9E,ROC,Domestic,Domestic,138592.0
AS,PHL,Domestic,Domestic,138428.0
DY,FCO,International,International,138374.0
OO,ICT,Domestic,Domestic,138294.0
OZ,JFK,International,Domestic,138055.0
DL,MYR,Domestic,Domestic,137772.0
YX,CHS,Domestic,Domestic,137735.0
JL,JFK,International,Domestic,137379.0
YV,IAD,International,Domestic,137340.0
UA,JAX,Domestic,Domestic,137303.0
UA,FCO,International,International,137247.0
F9,IND,Domestic,Domestic,137246.0
BR,JFK,International,Domestic,137209.0
OO,EUG,Domestic,Domestic,137117.0
OO,RDU,Domestic,Domestic,136825.0
BA,MCO,International,Domestic,136564.0
9E,JAX,Domestic,Domestic,136335.0
OO,GRB,Domestic,Domestic,135784.0
OO,MSP,International,Domestic,135660.0
RV,TPA,International,Domestic,134856.0
EK,MXP,International,International,134851.0
JL,LAX,International,Domestic,134781.0
OO,CLE,Domestic,Domestic,134674.0
9E,SYR,Domestic,Domestic,134589.0
VS,IAD,International,Domestic,134247.0
YX,OMA,Domestic,Domestic,134236.0
B6,SAV,Domestic,Domestic,134154.0
DL,TLH,Domestic,Domestic,134065.0
AA,OAK,Domestic,Domestic,134052.0
B6,CLE,Domestic,Domestic,133981.0
DL,AUA,International,International,133897.0
HA,SAN,Domestic,Domestic,133736.0
F9,SEA,Domestic,Domestic,133550.0
9E,JFK,International,Domestic,133379.0
HA,PDX,Domestic,Domestic,133273.0
Y4,MLM,International,International,133222.0
UA,SAL,International,International,133183.0
UA,ANC,Domestic,Domestic,133008.0
AA,GEG,Domestic,Domestic,132931.0
B6,BNA,Domestic,Domestic,132765.0
VS,LAS,International,Domestic,132738.0
OO,PSC,Domestic,Domestic,132633.0
MT,MCO,International,Domestic,132337.0
BA,ATL,International,Domestic,132314.0
UA,LIR,International,International,132199.0
B6,SYR,Domestic,Domestic,132120.0
AA,BUF,Domestic,Domestic,131907.0
EV,CLT,Domestic,Domestic,131454.0
DL,MAD,International,International,130728.0
OH,GSO,Domestic,Domestic,130579.0
OO,GEG,Domestic,Domestic,130562.0
BW,FLL,International,Domestic,130537.0
UA,GUM,Domestic,Domestic,130457.0
QF,DFW,International,Domestic,130384.0
AA,RDU,International,Domestic,130303.0
DL,DSM,Domestic,Domestic,130282.0
SK,ORD,International,Domestic,130178.0
OO,RAP,Domestic,Domestic,130037.0
JQ,HNL,International,Domestic,130010.0
DL,GCM,International,International,129984.0
AX,STL,Domestic,Domestic,129810.0
O6,GRU,International,International,129493.0
CI,LAX,International,Domestic,129433.0
YX,NAS,International,International,129089.0
YV,MTY,International,International,129028.0
UA,PSP,Domestic,Domestic,128942.0
EV,TYS,Domestic,Domestic,128635.0
UA,ONT,Domestic,Domestic,128461.0
UA,ROC,Domestic,Domestic,128428.0
OO,DEN,International,Domestic,128119.0
TA,LAX,International,Domestic,127382.0
OO,CHA,Domestic,Domestic,127335.0
JL,HND,International,International,127282.0
QX,SNA,Domestic,Domestic,127278.0
B6,HAV,International,International,127240.0
BA,BWI,International,Domestic,127150.0
RJ,AMM,International,International,127038.0
LO,ORD,International,Domestic,126868.0
DL,ICT,Domestic,Domestic,126835.0
AS,FLL,Domestic,Domestic,126648.0
OO,GRR,Domestic,Domestic,126556.0
G4,MYR,Domestic,Domestic,126440.0
VX,JFK,Domestic,Domestic,126418.0
DL,JAC,Domestic,Domestic,126121.0
UP,FLL,International,Domestic,125631.0
DL,BCN,International,International,125616.0
OO,FSD,Domestic,Domestic,125573.0
OH,CAK,Domestic,Domestic,125548.0
WN,RIC,Domestic,Domestic,125404.0
VX,LAS,Domestic,Domestic,125278.0
WN,LAX,International,Domestic,125155.0
G4,SAV,Domestic,Domestic,125098.0
QX,YVR,International,International,125075.0
AA,STT,Domestic,Domestic,125040.0
AC,YYC,International,International,124894.0
TA,IAD,International,Domestic,124515.0
AA,MXP,International,International,124393.0
UA,MBJ,International,International,124243.0
QK,YYC,International,International,124210.0
F9,ABQ,Domestic,Domestic,124098.0
G4,LEX,Domestic,Domestic,122968.0
NK,PDX,Domestic,Domestic,122692.0
G4,SDF,Domestic,Domestic,122608.0
B6,PVD,Domestic,Domestic,122313.0
DL,EYW,Domestic,Domestic,122265.0
MQ,CLT,Domestic,Domestic,122210.0
AA,UIO,International,International,122139.0
TN,PPT,International,International,122103.0
SN,BRU,International,International,122020.0
DL,TYS,Domestic,Domestic,121600.0
AS,DAL,Domestic,Domestic,121580.0
F9,ORD,International,Domestic,121460.0
SY,IFP,Domestic,Domestic,121339.0
F9,BUF,Domestic,Domestic,121245.0
AT,CMN,International,International,121028.0
MU,SFO,International,Domestic,120880.0
AA,MVD,International,International,120862.0
F9,ONT,Domestic,Domestic,120811.0
OO,SGU,Domestic,Domestic,120748.0
AA,PLS,International,International,120687.0
OO,TUL,Domestic,Domestic,120470.0
YV,SDF,Domestic,Domestic,120433.0
G4,OAK,Domestic,Domestic,119914.0
MQ,IND,Domestic,Domestic,119913.0
UA,JAC,Domestic,Domestic,119812.0
B6,CLT,Domestic,Domestic,119694.0
G4,DSM,Domestic,Domestic,119253.0
DL,BIL,Domestic,Domestic,119043.0
EK,IAH,International,Domestic,119039.0
TK,ORD,International,Domestic,118985.0
9E,ORF,Domestic,Domestic,118366.0
OO,DAY,Domestic,Domestic,118187.0
AS,SFO,International,Domestic,118084.0
LO,JFK,International,Domestic,117983.0
UA,POS,International,International,117840.0
OH,AVL,Domestic,Domestic,117830.0
OO,FAR,Domestic,Domestic,117722.0
D8,DUB,International,International,117426.0
AA,PWM,Domestic,Domestic,117379.0
NH,JFK,International,Domestic,117148.0
9E,BTV,Domestic,Domestic,117113.0
PR,HNL,International,Domestic,117108.0
